sku;import_decision;import_reason;designation_final;measure_final;weight_final;source_engine_file;source_id;total_occurrences_global;engine_models_all;source_pages_all;source_ids_all;compacted_type
304017008083;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 8 X 30;0.015 KGM;engine_12V4000M40A.json;1101849;319;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;28, 29, 33, 34, 41, 42, 43, 44, 48, 49, 50, 52, 55, 60, 65, 90, 92, 97, 102, 106, 107, 108, 111, 112, 114, 117, 118, 130, 131, 139, 143, 145, 146, 149, 151, 152, 160, 162, 163, 167, 170, 185, 189, 190, 195, 205, 206, 213, 221, 222, 223, 227, 228, 232, 238, 239, 240, 241, 244, 248, 252, 257, 271, 272, 279, 285, 288, 305, 307, 318, 319, 329, 332, 342, 349, 368, 369, 370, 380, 392, 396, 397, 398, 403, 404, 409, 437, 445, 448, 453, 457, 462, 463, 466, 467, 485, 490, 500, 501, 504, 507, 516, 518, 526, 528, 529, 535, 542, 556, 563, 564, 565, 566, 568, 585, 589, 593, 594, 595, 596, 597, 602, 606, 625, 626, 635, 643, 667, 668, 670, 675, 681, 683, 684, 686, 692, 734, 738, 752, 763, 764, 765, 766, 788, 804, 818, 833, 839, 844, 863, 870, 873, 922, 947, 959, 961, 962, 980, 981, 1038, 1041, 1071, 1077, 1079, 1080, 1083, 1107, 1118, 1143, 1144, 1147, 1152, 1160, 1161, 1162, 1184, 1194, 1206, 1216, 1225, 1229, 1230, 1240, 1265, 1267, 1286, 1290, 1315, 1318, 1321, 1334, 1335, 1355, 1358, 1377, 1383, 1387, 1392, 1394, 1395, 1397, 1415, 1419, 1467, 1473, 1476, 1482, 1516, 1517, 1525, 1556, 1557, 1558, 1580, 1607, 1642, 1644, 1663, 1714, 1763, 1767, 1774, 1777;1101849, 1101850, 1101851, 1101852, 1101853, 1101854, 1101855, 1101856, 1101857, 1101858, 1101859, 1200243, 1200250, 1200254, 1200260, 1200300, 1200611, 1200644, 1200689, 1200715, 1200784, 1201004, 1201025, 1201046, 1201056, 1201062, 1201110, 1201530, 1201545, 1201564, 1201853, 1201885, 1201902, 1201924, 1201935, 1201949, 1201987, 1202008, 1202491, 1202493, 1202590, 1203386, 1203393, 1203397, 1203404, 1203444, 1203750, 1203784, 1203829, 1203854, 1203922, 1204143, 1204164, 1204185, 1204195, 1204201, 1204249, 1204669, 1204684, 1204703, 1204992, 1205024, 1205041, 1205063, 1205074, 1205088, 1205125, 1205147, 1205651, 1205653, 1205750, 1300138, 1300308, 1300487, 1300780, 1300964, 1301161, 1301463, 1302156, 1303060, 1303230, 1303410, 1303691, 1303875, 1304074, 1304376, 1304927, 1400245, 1400251, 1400255, 1400261, 1400319, 1400788, 1400795, 1401062, 1401929, 1402187, 1402220, 1402234, 1402792, 1402916, 1402932, 1403414, 1403420, 1403424, 1403430, 1403487, 1403957, 1403964, 1404231, 1405098, 1405356, 1405389, 1405403, 1405961, 1406085, 1406101, 1406583, 1406589, 1406593, 1406599, 1406656, 1407126, 1407133, 1407400, 1408276, 1408534, 1408567, 1408581, 1409139, 1409263, 1409279, 1409761, 1409767, 1409771, 1409777, 1409834, 1410304, 1410311, 1410578, 1411457, 1411712, 1411745, 1411759, 1412342, 1412466, 1412482, 1500169, 1500222, 1500616, 1500869, 1501697, 1501815, 1502347, 1503375, 1503428, 1503822, 1504076, 1504904, 1505022, 1505384, 1505838, 1505891, 1506285, 1506539, 1507367, 1507485, 1507877, 1508325, 1508378, 1508773, 1509023, 1509855, 1509973, 1510367, 1600150, 1600336, 1600519, 1600928, 1601173, 1601284, 1601422, 1601446, 1601577, 1601629, 1601693, 1602300, 1602331, 1602370, 1700217, 1700225, 1700236, 1700305, 1700773, 1700780, 1701179, 1701194, 1701353, 1702361, 1702386, 1702474, 1702616, 1702659, 1703422, 1703436, 1703442, 1703507, 1703649, 1703961, 1703969, 1703980, 1704050, 1704519, 1704526, 1704919, 1704934, 1705093, 1706101, 1706126, 1706214, 1706356, 1706399, 1707162, 1707176, 1707182, 1707247, 1707389, 1707701, 1707709, 1707720, 1707790, 1708259, 1708266, 1708659, 1708674, 1708833, 1709841, 1709866, 1709954, 1710096, 1710139, 1710902, 1710916, 1710922, 1710987, 1711129, 1711441, 1711449, 1711460, 1711530, 1712002, 1712009, 1712408, 1712423, 1712580, 1713585, 1713610, 1713698, 1713840, 1713883, 1714642, 1714656, 1714662, 1714727, 1714869, 1800214, 1800222, 1800233, 1800268, 1800295, 1800746, 1800753, 1801145, 1801157, 1801319, 1801857, 1802353, 1802435, 1802526, 1802668, 1802711, 1803786, 1803794, 1803805, 1803842, 1803869, 1804352, 1804359, 1804751, 1804763, 1804925, 1805516, 1806012, 1806094, 1806185, 1806327, 1806370, 1900144, 1900320, 1900517, 1900606, 1900687, 1900925, 1901272, 1901401, 1901536, 1901560, 1901758, 1902584, 1902760, 1902957, 1903047, 1903129, 1903367, 1903714, 1903788, 1903923, 1903947, 1904145;new
700429040000;import_new;cumple condiciones para articulo nuevo;O-RING;A 40 X 3;0.002 KGM;engine_12V4000M40A.json;1102070;58;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;28, 29, 32, 34, 36, 37, 40, 41, 43, 44, 49, 53, 56, 111, 124, 380, 388, 395, 397, 404, 410, 437, 449, 478, 517, 520, 529, 535, 543, 596, 751, 764, 832, 833, 845, 862, 874, 916, 941, 1106, 1119, 1143, 1153, 1187, 1205, 1217, 1223, 1229, 1241, 1284, 1312, 1516, 1526, 1600;1102070, 1102071, 1200154, 1200318, 1203296, 1203461, 1300142, 1300200, 1303064, 1303122, 1400167, 1400345, 1400729, 1403338, 1403513, 1403898, 1406507, 1406682, 1407067, 1409685, 1409860, 1410245, 1500116, 1500247, 1500557, 1503322, 1503453, 1503763, 1505785, 1505916, 1506226, 1508272, 1508403, 1508714, 1600154, 1600219, 1700264, 1700331, 1700726, 1704008, 1704076, 1704472, 1707748, 1707816, 1708212, 1711488, 1711556, 1711953, 1800260, 1800324, 1800694, 1803832, 1803898, 1804300, 1900148, 1900210, 1902588, 1902650;new
700429148001;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;O-RING;A 148 X 5;0.02 KGM;engine_12V4000M40A.json;1102130;6;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;28, 29, 34, 41, 380, 535;1102130, 1300144, 1303066, 1600156, 1900150, 1902590;new
700429420000;import_new;cumple condiciones para articulo nuevo;O-RING;A 420 X 4;0.036 KGM;engine_12V4000M40A.json;1102148;19;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90;28, 29, 34, 41, 47, 52, 56, 64, 69, 380, 419, 423, 535, 541, 554, 777, 886, 1132, 1229;1102148, 1102149, 1200404, 1203544, 1300131, 1300286, 1303053, 1303208, 1400419, 1403585, 1406754, 1409932, 1500312, 1503518, 1505981, 1508468, 1600143, 1900136, 1902576;new
000908018002;import_new;cumple condiciones para articulo nuevo;PLUG;M 18 X 1,5;0.029 KGM;engine_12V4000M40A.json;1100612;74;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;29, 30, 36, 42, 43, 48, 52, 55, 157, 168, 183, 192, 194, 197, 200, 212, 213, 214, 240, 247, 248, 249, 250, 260, 261, 269, 270, 319, 381, 403, 409, 448, 522, 528, 536, 549, 551, 597, 598, 603, 604, 665, 666, 699, 715, 741, 763, 844, 873, 958, 959, 1061, 1062, 1111, 1118, 1152, 1216, 1240, 1312, 1313, 1372, 1373, 1428, 1457, 1458, 1507, 1525, 1752, 1753, 1808;1100612, 1100613, 1100614, 1100615, 1100616, 1200303, 1201404, 1202069, 1202078, 1203446, 1204543, 1205208, 1205217, 1300149, 1301217, 1301552, 1303071, 1304130, 1304465, 1400321, 1401905, 1401923, 1403489, 1405074, 1405092, 1406658, 1408252, 1408270, 1409836, 1411433, 1411451, 1500224, 1503430, 1505893, 1508380, 1600167, 1601157, 1601345, 1601475, 1601483, 1700307, 1702235, 1702253, 1702952, 1704052, 1705975, 1705993, 1706692, 1707792, 1709715, 1709733, 1710432, 1711532, 1713459, 1713477, 1714175, 1800297, 1802237, 1802255, 1803017, 1803871, 1805896, 1805914, 1806675, 1900154, 1901241, 1901466, 1901910, 1901927, 1902594, 1903683, 1903853, 1904297, 1904314;new
000933008168;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;HEX SCREW;M 8 X 32;0.016 KGM;engine_12V4000M40A.json;1100711;9;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;29, 30, 36, 42, 205, 206, 213, 381, 536;1100711, 1100712, 1300154, 1303076, 1600172, 1601417, 1601442, 1900159, 1902599;new
007603018101;import_new;cumple condiciones para articulo nuevo;COPPER SEALING RING;A 18 X 22;0.001 KGM;engine_12V4000M40A.json;1101596;235;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;29, 30, 36, 42, 43, 48, 52, 55, 97, 157, 168, 183, 192, 194, 195, 197, 200, 211, 212, 213, 214, 221, 223, 224, 229, 231, 232, 234, 236, 238, 239, 240, 241, 242, 246, 247, 248, 249, 250, 252, 257, 258, 259, 260, 261, 269, 270, 271, 287, 298, 302, 319, 320, 333, 334, 337, 338, 342, 345, 348, 376, 381, 402, 403, 409, 414, 416, 425, 448, 522, 528, 536, 549, 550, 551, 573, 578, 585, 589, 593, 595, 596, 597, 598, 603, 604, 611, 625, 643, 652, 654, 655, 665, 666, 670, 671, 674, 683, 685, 699, 701, 709, 715, 716, 720, 734, 736, 738, 739, 740, 741, 763, 798, 799, 831, 842, 844, 873, 940, 950, 951, 958, 959, 966, 980, 1007, 1029, 1039, 1050, 1051, 1054, 1060, 1061, 1062, 1065, 1079, 1081, 1083, 1111, 1118, 1134, 1142, 1152, 1174, 1194, 1216, 1240, 1294, 1304, 1305, 1312, 1313, 1320, 1334, 1357, 1361, 1364, 1372, 1373, 1374, 1383, 1391, 1396, 1397, 1401, 1417, 1419, 1428, 1435, 1446, 1447, 1457, 1458, 1466, 1475, 1477, 1484, 1486, 1507, 1509, 1525, 1530, 1590, 1737, 1744, 1752, 1753, 1754, 1776, 1808, 1850, 1868, 1870;1101596, 1101597, 1101598, 1101599, 1101600, 1101601, 1101602, 1101603, 1101604, 1101605, 1101606, 1101607, 1101608, 1200304, 1201405, 1201420, 1201698, 1201705, 1201854, 1202068, 1202077, 1202872, 1202874, 1203447, 1204544, 1204559, 1204837, 1204844, 1204993, 1205207, 1205216, 1206032, 1206034, 1300150, 1301218, 1301326, 1301457, 1301528, 1301543, 1301553, 1302605, 1303072, 1304131, 1304239, 1304370, 1304441, 1304456, 1304466, 1305107, 1400322, 1401742, 1401849, 1401868, 1401904, 1401922, 1402054, 1402181, 1402501, 1402642, 1402644, 1403490, 1404911, 1405018, 1405037, 1405073, 1405091, 1405223, 1405350, 1405670, 1405811, 1405813, 1406659, 1408089, 1408196, 1408215, 1408251, 1408269, 1408401, 1408528, 1408848, 1408989, 1408991, 1409837, 1411267, 1411375, 1411395, 1411432, 1411450, 1411582, 1411706, 1412049, 1412194, 1412196, 1500225, 1501505, 1501550, 1501580, 1501753, 1501810, 1502314, 1502626, 1503431, 1504712, 1504757, 1504787, 1504960, 1505017, 1505351, 1505663, 1505894, 1507175, 1507220, 1507250, 1507423, 1507480, 1507844, 1508156, 1508381, 1509663, 1509708, 1509737, 1509911, 1509968, 1510333, 1510647, 1600168, 1601158, 1601346, 1601460, 1601476, 1601482, 1601571, 1601661, 1602140, 1602153, 1700308, 1701946, 1702161, 1702180, 1702234, 1702252, 1702587, 1702941, 1702951, 1703058, 1703724, 1704053, 1705686, 1705901, 1705920, 1705974, 1705992, 1706327, 1706681, 1706691, 1706798, 1707464, 1707793, 1709426, 1709641, 1709660, 1709714, 1709732, 1710067, 1710421, 1710431, 1710538, 1711204, 1711533, 1713171, 1713384, 1713404, 1713458, 1713476, 1713811, 1714164, 1714174, 1714286, 1714946, 1800298, 1802099, 1802167, 1802169, 1802177, 1802179, 1802236, 1802254, 1802264, 1802639, 1803006, 1803016, 1803345, 1803568, 1803569, 1803872, 1805758, 1805826, 1805828, 1805836, 1805838, 1805895, 1805913, 1805923, 1806298, 1806664, 1806674, 1807027, 1807250, 1807251, 1900155, 1901218, 1901467, 1901597, 1901605, 1901752, 1901891, 1901909, 1901928, 1902333, 1902342, 1902357, 1902438, 1902595, 1903660, 1903854, 1903984, 1903992, 1904139, 1904278, 1904296, 1904315, 1904720, 1904729, 1904744, 1904825;new
735151008200;import_new;cumple condiciones para articulo nuevo;SPACER;B 8,4;0.014 KGM;engine_12V4000M40A.json;1102230;30;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93;29, 30, 36, 41, 42, 145, 195, 234, 330, 343, 367, 381, 396, 500, 536, 588, 681, 684, 763, 805, 943, 1026, 1039, 1148, 1159, 1297, 1364, 1393, 1483, 1555;1102230, 1200211, 1201006, 1203354, 1204145, 1300153, 1303075, 1401787, 1402851, 1404956, 1406020, 1408134, 1409198, 1411313, 1412401, 1501229, 1502376, 1504436, 1505413, 1506899, 1507906, 1509385, 1510396, 1600171, 1703356, 1707096, 1710836, 1714576, 1900158, 1902598;new
000000001444;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;HEX SCREW;M 6 X 20;0.006 KGM;engine_12V4000M40A.json;1100060;35;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;31, 43, 149, 151, 162, 170, 330, 342, 367, 382, 506, 516, 566, 635, 684, 763, 804, 870, 962, 980, 1039, 1147, 1159, 1225, 1267, 1298, 1321, 1358, 1393, 1482, 1555, 1644, 1675;1100060, 1201093, 1204232, 1401090, 1402808, 1404259, 1405977, 1407428, 1409155, 1410606, 1412358, 1500897, 1502334, 1504104, 1505371, 1506567, 1507864, 1509051, 1510354, 1701223, 1703336, 1704963, 1707076, 1708703, 1710816, 1712452, 1714556, 1801185, 1801542, 1801552, 1804791, 1805148, 1805158, 1900166, 1902606;new
000125006431;import_new;cumple condiciones para articulo nuevo;WASHER;6;0.001 KGM;engine_12V4000M40A.json;1100476;303;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;30, 31, 32, 37, 40, 43, 121, 142, 146, 149, 151, 152, 154, 160, 162, 163, 170, 178, 190, 224, 234, 255, 260, 264, 276, 279, 288, 301, 303, 316, 317, 318, 319, 320, 321, 324, 325, 326, 327, 328, 330, 331, 333, 336, 337, 338, 339, 340, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 361, 362, 363, 367, 376, 379, 380, 381, 382, 383, 384, 385, 386, 387, 391, 392, 395, 397, 436, 460, 493, 506, 516, 517, 529, 537, 566, 592, 625, 635, 636, 646, 654, 655, 658, 661, 662, 663, 664, 665, 666, 667, 668, 679, 680, 681, 683, 684, 687, 697, 698, 699, 700, 701, 702, 703, 704, 707, 708, 709, 712, 713, 716, 719, 736, 751, 757, 763, 772, 775, 776, 777, 779, 780, 781, 782, 783, 787, 788, 796, 802, 804, 813, 814, 815, 816, 817, 818, 819, 820, 822, 823, 824, 825, 826, 832, 862, 870, 962, 980, 1010, 1039, 1052, 1053, 1054, 1055, 1056, 1057, 1058, 1059, 1062, 1063, 1064, 1068, 1106, 1112, 1139, 1142, 1147, 1153, 1156, 1157, 1158, 1159, 1160, 1161, 1162, 1163, 1166, 1167, 1168, 1171, 1172, 1173, 1175, 1176, 1177, 1178, 1179, 1183, 1184, 1205, 1225, 1228, 1267, 1321, 1358, 1364, 1393, 1406, 1407, 1408, 1409, 1410, 1411, 1412, 1413, 1416, 1417, 1418, 1422, 1429, 1458, 1474, 1478, 1482, 1491, 1492, 1493, 1494, 1495, 1496, 1497, 1498, 1501, 1502, 1503, 1508, 1515, 1549, 1555, 1564, 1567, 1568, 1569, 1571, 1572, 1573, 1574, 1575, 1579, 1580, 1644, 1809, 1842, 1862;1100476, 1100477, 1100478, 1100479, 1100480, 1100481, 1100482, 1100483, 1100484, 1100485, 1100486, 1100487, 1200173, 1200177, 1201092, 1202326, 1202424, 1202653, 1202663, 1202669, 1202679, 1202685, 1202700, 1203061, 1203103, 1203315, 1203319, 1204231, 1205467, 1205584, 1205813, 1205823, 1205829, 1205839, 1205845, 1205860, 1206221, 1206263, 1300157, 1300803, 1300909, 1300955, 1301520, 1301760, 1301987, 1302124, 1302232, 1302241, 1302250, 1302255, 1302266, 1303079, 1303714, 1303820, 1303866, 1304433, 1304672, 1304758, 1304895, 1305003, 1305012, 1305021, 1305026, 1305037, 1400205, 1401091, 1402544, 1402809, 1403019, 1403028, 1403029, 1403035, 1403045, 1403055, 1403064, 1403076, 1403091, 1403097, 1403105, 1403148, 1403375, 1404260, 1405713, 1405978, 1406188, 1406197, 1406198, 1406204, 1406214, 1406224, 1406233, 1406245, 1406260, 1406266, 1406274, 1406317, 1406544, 1407429, 1408891, 1409156, 1409366, 1409375, 1409376, 1409382, 1409392, 1409402, 1409411, 1409423, 1409438, 1409444, 1409452, 1409495, 1409722, 1410607, 1412094, 1412359, 1412569, 1412578, 1412579, 1412585, 1412595, 1412605, 1412614, 1412626, 1412641, 1412647, 1412655, 1412700, 1500153, 1500898, 1502178, 1502335, 1502476, 1502486, 1502487, 1502494, 1502505, 1502516, 1502527, 1502540, 1502558, 1502565, 1502573, 1503359, 1504105, 1505319, 1505372, 1505513, 1505523, 1505524, 1505531, 1505542, 1505553, 1505564, 1505577, 1505595, 1505602, 1505610, 1505822, 1506568, 1507812, 1507865, 1508006, 1508016, 1508017, 1508024, 1508035, 1508046, 1508057, 1508070, 1508088, 1508095, 1508103, 1508309, 1509052, 1510301, 1510355, 1510496, 1510506, 1510507, 1510514, 1510525, 1510536, 1510547, 1510560, 1510578, 1510585, 1510593, 1600176, 1600952, 1601089, 1601164, 1601696, 1601947, 1602252, 1602418, 1602427, 1602438, 1602443, 1602452, 1602472, 1700161, 1701224, 1702954, 1703316, 1703335, 1703539, 1703562, 1703571, 1703574, 1703584, 1703589, 1703595, 1703601, 1703607, 1703630, 1703662, 1703906, 1704964, 1706694, 1707056, 1707075, 1707279, 1707302, 1707311, 1707314, 1707324, 1707329, 1707335, 1707341, 1707347, 1707370, 1707402, 1707646, 1708704, 1710434, 1710795, 1710815, 1711019, 1711042, 1711051, 1711054, 1711064, 1711069, 1711075, 1711081, 1711087, 1711110, 1711142, 1711386, 1712454, 1714177, 1714536, 1714555, 1714759, 1714782, 1714791, 1714794, 1714804, 1714809, 1714815, 1714821, 1714827, 1714850, 1714882, 1800159, 1801187, 1803019, 1803171, 1803540, 1803730, 1804793, 1806677, 1806853, 1807222, 1900162, 1900710, 1900948, 1901178, 1901263, 1901878, 1902106, 1902218, 1902265, 1902275, 1902286, 1902292, 1902301, 1902324, 1902602, 1903152, 1903390, 1903620, 1903705, 1904265, 1904493, 1904605, 1904652, 1904662, 1904673, 1904679, 1904688, 1904711;new
304017006063;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 6 X 25;0.006 KGM;engine_12V4000M40A.json;1101816;34;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;30, 31, 32, 37, 40, 43, 171, 174, 186, 196, 382, 397, 436, 517, 526, 537, 540, 592, 660, 751, 832, 862, 894, 988, 1005, 1106, 1142, 1205, 1228, 1249, 1344, 1384, 1515;1101816, 1201267, 1204405, 1300156, 1303078, 1400206, 1401326, 1403376, 1404494, 1406545, 1407663, 1409723, 1410841, 1500154, 1501089, 1503360, 1504296, 1505823, 1506759, 1508310, 1509226, 1600175, 1700215, 1701507, 1703959, 1705246, 1707699, 1708986, 1711439, 1712732, 1800212, 1803784, 1900161, 1902601;new
700429090002;import_new;cumple condiciones para articulo nuevo;O-RING;A 90 X 4;0.008 KGM;engine_12V4000M40A.json;1102104;9;12V4000M40A, 12V4000M70, 16V4000M73, 20V4000M93L;31, 43, 312, 382, 666, 1021, 1375, 1440, 1820;1102104, 1402603, 1405772, 1408950, 1412152, 1803086, 1806744, 1900165, 1902605;new
000125013012;import_new;cumple condiciones para articulo nuevo;WASHER;12;0.006 KGM;engine_12V4000M40A.json;1100521;362;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;35, 36, 41, 42, 43, 48, 55, 131, 138, 139, 154, 156, 157, 163, 164, 168, 169, 180, 183, 184, 191, 193, 196, 198, 201, 204, 206, 209, 211, 214, 222, 223, 224, 227, 229, 232, 234, 235, 236, 238, 239, 241, 242, 244, 246, 247, 248, 250, 251, 252, 253, 255, 258, 259, 260, 261, 262, 267, 268, 269, 274, 278, 279, 280, 286, 293, 303, 304, 306, 309, 318, 330, 332, 343, 356, 363, 367, 369, 387, 391, 409, 437, 477, 518, 519, 522, 523, 528, 534, 539, 542, 546, 551, 563, 573, 578, 581, 589, 590, 595, 596, 602, 606, 616, 623, 632, 637, 640, 647, 649, 654, 655, 660, 664, 669, 675, 684, 686, 689, 690, 700, 705, 710, 714, 715, 716, 725, 734, 739, 741, 746, 752, 760, 761, 763, 765, 773, 787, 805, 825, 833, 873, 888, 918, 936, 950, 951, 957, 987, 998, 1000, 1002, 1033, 1035, 1036, 1039, 1041, 1045, 1050, 1051, 1055, 1060, 1065, 1070, 1071, 1085, 1086, 1091, 1101, 1110, 1118, 1143, 1148, 1152, 1159, 1161, 1168, 1183, 1216, 1229, 1243, 1273, 1290, 1294, 1304, 1305, 1311, 1333, 1340, 1341, 1352, 1355, 1356, 1363, 1364, 1371, 1373, 1387, 1392, 1393, 1394, 1395, 1397, 1401, 1406, 1418, 1419, 1422, 1427, 1429, 1432, 1441, 1446, 1447, 1456, 1459, 1460, 1467, 1481, 1483, 1497, 1503, 1506, 1516, 1525, 1555, 1557, 1579, 1671, 1713, 1732, 1735, 1743, 1744, 1751, 1767, 1781, 1798, 1807, 1843, 1844;1100521, 1100522, 1100523, 1100524, 1100525, 1100526, 1100527, 1100528, 1100529, 1100530, 1100531, 1100532, 1100533, 1201162, 1201168, 1201178, 1201187, 1201199, 1201336, 1201359, 1201437, 1201713, 1201720, 1201788, 1201808, 1201827, 1202050, 1202057, 1202534, 1202551, 1204301, 1204307, 1204317, 1204326, 1204338, 1204475, 1204498, 1204576, 1204852, 1204859, 1204927, 1204947, 1204966, 1205189, 1205196, 1205694, 1205711, 1300182, 1300934, 1301241, 1301311, 1301497, 1301534, 1301634, 1301669, 1301686, 1301738, 1303104, 1303845, 1304154, 1304224, 1304410, 1304447, 1304546, 1304581, 1304598, 1304650, 1400330, 1401223, 1401229, 1401239, 1401246, 1401258, 1401539, 1401710, 1401858, 1401875, 1401883, 1401890, 1402327, 1402441, 1402847, 1402912, 1402953, 1402964, 1403136, 1403140, 1403498, 1404392, 1404398, 1404408, 1404415, 1404427, 1404708, 1404879, 1405027, 1405044, 1405052, 1405059, 1405496, 1405610, 1406016, 1406081, 1406122, 1406133, 1406305, 1406309, 1406667, 1407561, 1407567, 1407577, 1407584, 1407596, 1407886, 1408057, 1408205, 1408222, 1408230, 1408237, 1408674, 1408788, 1409194, 1409259, 1409300, 1409311, 1409483, 1409487, 1409845, 1410739, 1410745, 1410755, 1410762, 1410774, 1411064, 1411235, 1411385, 1411402, 1411411, 1411418, 1411873, 1411989, 1412397, 1412462, 1412503, 1412514, 1412686, 1412690, 1500232, 1501010, 1501324, 1501513, 1501563, 1501650, 1501862, 1501914, 1502374, 1502592, 1503438, 1504217, 1504531, 1504720, 1504770, 1504857, 1505069, 1505121, 1505411, 1505629, 1505901, 1506680, 1506994, 1507183, 1507233, 1507320, 1507532, 1507584, 1507904, 1508122, 1508388, 1509164, 1509480, 1509671, 1509721, 1509807, 1510020, 1510073, 1510394, 1510611, 1600201, 1600883, 1600904, 1601102, 1601114, 1601145, 1601150, 1601152, 1601370, 1601456, 1601466, 1601655, 1601815, 1601857, 1601878, 1601916, 1601924, 1700230, 1701556, 1701562, 1701573, 1701580, 1701592, 1701894, 1701926, 1702122, 1702166, 1702187, 1702213, 1702220, 1702371, 1702374, 1702744, 1702858, 1702940, 1703352, 1703474, 1703617, 1703974, 1705296, 1705302, 1705313, 1705320, 1705332, 1705634, 1705666, 1705862, 1705906, 1705927, 1705953, 1705960, 1706111, 1706114, 1706484, 1706598, 1706680, 1707092, 1707214, 1707357, 1707714, 1709036, 1709042, 1709053, 1709060, 1709072, 1709374, 1709406, 1709602, 1709646, 1709667, 1709693, 1709700, 1709851, 1709854, 1710224, 1710338, 1710420, 1710832, 1710954, 1711097, 1711454, 1712782, 1712788, 1712799, 1712806, 1712818, 1713119, 1713151, 1713345, 1713389, 1713411, 1713437, 1713444, 1713595, 1713598, 1713967, 1714079, 1714163, 1714572, 1714694, 1714837, 1800227, 1800308, 1801447, 1801453, 1801464, 1801471, 1801483, 1801826, 1802052, 1802084, 1802156, 1802196, 1802215, 1802222, 1802420, 1802423, 1802792, 1802920, 1803005, 1803249, 1803274, 1803308, 1803799, 1803881, 1805053, 1805059, 1805070, 1805077, 1805089, 1805485, 1805711, 1805743, 1805815, 1805855, 1805874, 1805881, 1806079, 1806082, 1806451, 1806579, 1806663, 1806931, 1806956, 1806990, 1900191, 1900867, 1901196, 1901209, 1901234, 1901236, 1901249, 1901612, 1901616, 1901887, 1901897, 1901991, 1902045, 1902086, 1902095, 1902631, 1903309, 1903638, 1903651, 1903676, 1903678, 1903691, 1903999, 1904003, 1904274, 1904284, 1904378, 1904432, 1904473, 1904482;new
000908026005;import_new;cumple condiciones para articulo nuevo;THREAD PLUG;M 26 X 1,5;0.07 KGM;engine_12V4000M40A.json;1100621;74;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;27, 35, 36, 37, 38, 42, 43, 44, 48, 49, 53, 56, 65, 192, 194, 197, 200, 214, 243, 249, 254, 280, 387, 388, 390, 392, 404, 410, 432, 449, 461, 512, 529, 542, 543, 549, 551, 598, 608, 676, 699, 735, 746, 764, 828, 845, 857, 874, 963, 1072, 1080, 1101, 1119, 1138, 1153, 1165, 1200, 1217, 1224, 1241, 1253, 1317, 1388, 1416, 1468, 1511, 1526, 1538, 1768;1100621, 1100622, 1100623, 1200138, 1200324, 1201402, 1202026, 1203280, 1203467, 1204541, 1205165, 1300172, 1300206, 1301215, 1303094, 1303128, 1304128, 1400146, 1400351, 1402013, 1403317, 1403519, 1405182, 1406486, 1406688, 1408360, 1409664, 1409866, 1411541, 1500103, 1500253, 1501723, 1503309, 1503459, 1504930, 1505772, 1505922, 1507393, 1508259, 1508409, 1509881, 1600192, 1600225, 1601343, 1700146, 1700337, 1700388, 1702407, 1703891, 1704082, 1704133, 1706147, 1707631, 1707822, 1707873, 1709887, 1711371, 1711562, 1711613, 1713631, 1800135, 1800330, 1800378, 1802460, 1803707, 1803904, 1803951, 1806119, 1900182, 1900216, 1901464, 1902622, 1902656, 1903851;new
