sku;import_decision;import_reason;designation_final;measure_final;weight_final;source_engine_file;source_id;total_occurrences_global;engine_models_all;source_pages_all;source_ids_all;compacted_type
304014004001;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 4 X 35;0.004 KGM;engine_12V4000M40A.json;1101808;20;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M90, 20V4000M93, 20V4000M93L;25, 26, 30, 37, 338, 342, 343, 376, 532, 701, 738, 739, 1134, 1135, 1458, 1530, 1531, 1842;1101808, 1202876, 1202879, 1206036, 1206039, 1300116, 1303038, 1600125, 1703060, 1703076, 1706800, 1706816, 1710540, 1710556, 1714288, 1714299, 1803214, 1806896, 1900118, 1902558;new
304017008076;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 8 X 12;0.009 KGM;engine_12V4000M40A.json;1101822;84;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;25, 26, 27, 30, 32, 35, 36, 37, 38, 39, 301, 305, 355, 363, 369, 370, 376, 378, 390, 391, 392, 393, 432, 433, 512, 532, 533, 668, 709, 746, 747, 765, 766, 787, 825, 828, 829, 857, 1064, 1101, 1102, 1138, 1139, 1161, 1162, 1168, 1183, 1200, 1224, 1225, 1418, 1503, 1511, 1512, 1557, 1558, 1579;1101822, 1101823, 1101824, 1200131, 1200141, 1200146, 1202489, 1203273, 1203283, 1203288, 1205649, 1300101, 1300123, 1303023, 1303045, 1400137, 1400139, 1400150, 1400155, 1403118, 1403308, 1403310, 1403321, 1403326, 1406287, 1406477, 1406479, 1406490, 1406495, 1409465, 1409655, 1409657, 1409668, 1409673, 1412668, 1500095, 1502585, 1503301, 1505622, 1505764, 1508115, 1508251, 1510604, 1600109, 1600114, 1600135, 1700139, 1700150, 1700155, 1703439, 1703500, 1703611, 1703884, 1703895, 1703900, 1707179, 1707240, 1707351, 1707624, 1707635, 1707640, 1710919, 1710980, 1711091, 1711364, 1711375, 1711380, 1714659, 1714720, 1714831, 1800125, 1800127, 1800148, 1800153, 1803697, 1803699, 1803719, 1803724, 1900102, 1900107, 1900127, 1902542, 1902547, 1902567;new
304017008079;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 8 X 20;0.012 KGM;engine_12V4000M40A.json;1101829;354;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;25, 26, 30, 33, 37, 40, 41, 44, 48, 53, 60, 61, 63, 66, 98, 108, 115, 116, 118, 120, 121, 122, 126, 127, 128, 130, 133, 134, 135, 167, 189, 215, 223, 233, 239, 244, 248, 251, 252, 253, 258, 265, 272, 276, 279, 280, 285, 286, 287, 288, 305, 306, 317, 319, 330, 331, 332, 343, 348, 367, 368, 369, 370, 376, 394, 396, 398, 399, 416, 420, 436, 437, 457, 459, 463, 469, 473, 477, 489, 518, 530, 532, 538, 551, 563, 585, 594, 602, 606, 607, 619, 620, 625, 626, 633, 647, 648, 649, 654, 668, 669, 675, 676, 681, 682, 683, 684, 685, 686, 734, 735, 738, 745, 752, 763, 764, 765, 766, 774, 790, 805, 817, 832, 833, 843, 855, 863, 883, 926, 951, 959, 961, 962, 981, 1039, 1040, 1041, 1043, 1044, 1045, 1071, 1072, 1077, 1078, 1079, 1080, 1083, 1107, 1129, 1142, 1143, 1148, 1159, 1160, 1161, 1162, 1163, 1186, 1198, 1206, 1226, 1228, 1229, 1233, 1238, 1245, 1248, 1251, 1265, 1286, 1294, 1315, 1316, 1322, 1331, 1335, 1355, 1377, 1387, 1388, 1393, 1394, 1395, 1396, 1397, 1415, 1419, 1439, 1440, 1441, 1458, 1459, 1460, 1467, 1468, 1473, 1474, 1475, 1476, 1483, 1515, 1516, 1536, 1555, 1556, 1557, 1558, 1582, 1610, 1615, 1622, 1625, 1628, 1642, 1663, 1711, 1767, 1768, 1774, 1775, 1776, 1777, 1842, 1843, 1844;1101829, 1101830, 1101831, 1101832, 1101833, 1101834, 1101835, 1101836, 1101837, 1101838, 1200226, 1200239, 1200253, 1200375, 1200659, 1200830, 1201932, 1201944, 1202294, 1202525, 1202531, 1202538, 1202540, 1202545, 1202547, 1202555, 1202557, 1202562, 1203369, 1203382, 1203396, 1203516, 1203799, 1203969, 1205071, 1205083, 1205435, 1205685, 1205691, 1205698, 1205700, 1205705, 1205707, 1205715, 1205717, 1205722, 1300098, 1300266, 1300650, 1300661, 1300700, 1300714, 1301510, 1301583, 1302142, 1303020, 1303188, 1303561, 1303572, 1303611, 1303625, 1304423, 1304495, 1304913, 1400240, 1400254, 1400396, 1400833, 1401941, 1401956, 1401981, 1402002, 1402231, 1402853, 1402862, 1402864, 1402880, 1402901, 1402920, 1402935, 1402956, 1403409, 1403423, 1403562, 1404002, 1405110, 1405125, 1405150, 1405171, 1405400, 1406022, 1406031, 1406033, 1406049, 1406070, 1406089, 1406104, 1406125, 1406578, 1406592, 1406731, 1407171, 1408288, 1408303, 1408328, 1408349, 1408578, 1409200, 1409209, 1409211, 1409227, 1409248, 1409267, 1409282, 1409303, 1409756, 1409770, 1409909, 1410349, 1411469, 1411484, 1411509, 1411530, 1411756, 1412403, 1412412, 1412414, 1412430, 1412451, 1412470, 1412485, 1412506, 1500167, 1500295, 1500657, 1501705, 1501780, 1502378, 1503373, 1503501, 1503863, 1504912, 1504987, 1505415, 1505836, 1505964, 1506326, 1507375, 1507450, 1507908, 1508323, 1508451, 1508814, 1509863, 1509938, 1510398, 1600106, 1600297, 1600764, 1600777, 1600819, 1600832, 1601509, 1601674, 1602268, 1602358, 1602366, 1602388, 1700178, 1700216, 1700268, 1700382, 1700818, 1701178, 1701357, 1701983, 1701990, 1702005, 1702018, 1702061, 1702103, 1702345, 1702378, 1702391, 1702471, 1702502, 1702536, 1702545, 1702593, 1702624, 1703340, 1703358, 1703391, 1703419, 1703445, 1703470, 1703497, 1703671, 1703922, 1703960, 1704012, 1704127, 1704564, 1704918, 1705097, 1705723, 1705730, 1705745, 1705758, 1705801, 1705843, 1706085, 1706118, 1706131, 1706211, 1706242, 1706276, 1706285, 1706333, 1706364, 1707080, 1707098, 1707131, 1707159, 1707185, 1707210, 1707237, 1707411, 1707662, 1707700, 1707752, 1707867, 1708304, 1708658, 1708837, 1709463, 1709470, 1709485, 1709498, 1709541, 1709583, 1709825, 1709858, 1709871, 1709951, 1709982, 1710016, 1710025, 1710073, 1710104, 1710820, 1710838, 1710871, 1710899, 1710925, 1710950, 1710977, 1711151, 1711402, 1711440, 1711492, 1711607, 1712047, 1712407, 1712584, 1713208, 1713215, 1713230, 1713243, 1713285, 1713326, 1713569, 1713602, 1713615, 1713695, 1713726, 1713760, 1713769, 1713817, 1713848, 1714560, 1714578, 1714611, 1714639, 1714665, 1714690, 1714717, 1714892, 1800175, 1800213, 1800264, 1800373, 1800791, 1800841, 1800911, 1800972, 1801034, 1801144, 1801323, 1801715, 1802396, 1802412, 1802427, 1802443, 1802523, 1802554, 1802588, 1802597, 1802645, 1802676, 1803177, 1803221, 1803260, 1803277, 1803746, 1803785, 1803837, 1803946, 1804397, 1804447, 1804517, 1804578, 1804640, 1804750, 1804929, 1805374, 1806055, 1806071, 1806086, 1806102, 1806182, 1806213, 1806247, 1806256, 1806304, 1806335, 1806859, 1806903, 1806942, 1806959, 1900099, 1900278, 1900672, 1900784, 1900827, 1901959, 1902236, 1902539, 1902718, 1903114, 1903226, 1903269, 1904346, 1904623;new
304017008081;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 8 X 25;0.013 KGM;engine_12V4000M40A.json;1101840;428;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;25, 26, 27, 30, 31, 32, 35, 36, 37, 38, 39, 40, 41, 42, 90, 92, 96, 98, 102, 105, 106, 107, 115, 116, 120, 126, 129, 143, 144, 146, 147, 149, 150, 151, 154, 155, 159, 162, 164, 167, 169, 170, 175, 181, 189, 190, 196, 198, 204, 205, 207, 216, 220, 221, 223, 231, 235, 238, 248, 250, 251, 252, 253, 257, 262, 272, 278, 279, 285, 286, 296, 299, 300, 303, 304, 305, 306, 317, 318, 319, 329, 330, 331, 332, 342, 348, 349, 367, 369, 370, 376, 377, 378, 390, 391, 392, 393, 395, 396, 397, 432, 433, 445, 462, 465, 468, 469, 470, 494, 501, 504, 506, 511, 512, 513, 516, 519, 532, 533, 535, 559, 563, 566, 571, 585, 586, 588, 589, 590, 597, 603, 606, 607, 626, 632, 635, 643, 647, 648, 653, 654, 655, 658, 666, 667, 668, 669, 675, 682, 683, 684, 685, 686, 712, 714, 728, 733, 734, 736, 739, 746, 747, 763, 765, 766, 782, 788, 804, 817, 823, 824, 828, 829, 857, 867, 870, 889, 907, 908, 914, 935, 944, 959, 961, 962, 967, 977, 980, 981, 982, 999, 1000, 1008, 1009, 1027, 1029, 1038, 1039, 1040, 1041, 1044, 1054, 1071, 1078, 1079, 1081, 1084, 1101, 1102, 1110, 1124, 1127, 1138, 1139, 1147, 1159, 1161, 1162, 1178, 1179, 1184, 1200, 1215, 1216, 1222, 1224, 1225, 1244, 1265, 1267, 1269, 1273, 1278, 1286, 1287, 1295, 1298, 1303, 1304, 1315, 1316, 1318, 1321, 1332, 1335, 1340, 1355, 1358, 1362, 1363, 1365, 1367, 1377, 1378, 1387, 1392, 1393, 1394, 1395, 1415, 1417, 1420, 1427, 1440, 1448, 1450, 1457, 1458, 1459, 1462, 1467, 1474, 1482, 1506, 1511, 1512, 1520, 1555, 1557, 1558, 1580, 1588, 1589, 1642, 1644, 1650, 1663, 1664, 1672, 1712, 1767, 1775, 1807, 1828, 1841, 1842, 1843;1101840, 1101841, 1101842, 1101843, 1101844, 1101845, 1101846, 1101847, 1101848, 1200132, 1200142, 1200147, 1200183, 1200190, 1200193, 1200206, 1200274, 1200606, 1201024, 1201051, 1201060, 1201078, 1201216, 1201478, 1201645, 1202313, 1202419, 1202442, 1202529, 1202536, 1202543, 1202553, 1203063, 1203274, 1203284, 1203289, 1203325, 1203332, 1203335, 1203349, 1203418, 1203744, 1204163, 1204190, 1204199, 1204217, 1204355, 1204617, 1204784, 1205454, 1205579, 1205602, 1205689, 1205696, 1205703, 1205713, 1206223, 1300102, 1300124, 1300474, 1300561, 1300825, 1300872, 1301439, 1302137, 1303024, 1303046, 1303397, 1303484, 1303736, 1303783, 1304352, 1304908, 1400140, 1400151, 1400156, 1400622, 1400663, 1401045, 1401057, 1401076, 1401274, 1401482, 1401506, 1401795, 1401934, 1401943, 1401951, 1401980, 1401990, 1402239, 1402521, 1402531, 1402786, 1402805, 1402849, 1402866, 1402926, 1402943, 1403311, 1403322, 1403327, 1403791, 1403832, 1404214, 1404226, 1404245, 1404443, 1404651, 1404675, 1404964, 1405103, 1405112, 1405120, 1405149, 1405159, 1405408, 1405690, 1405700, 1405955, 1405974, 1406018, 1406035, 1406095, 1406112, 1406480, 1406491, 1406496, 1406960, 1407001, 1407383, 1407395, 1407414, 1407612, 1407829, 1407853, 1408142, 1408281, 1408290, 1408298, 1408327, 1408337, 1408586, 1408868, 1408878, 1409133, 1409152, 1409196, 1409213, 1409273, 1409290, 1409658, 1409669, 1409674, 1410138, 1410179, 1410561, 1410573, 1410592, 1410790, 1411007, 1411031, 1411321, 1411462, 1411471, 1411479, 1411508, 1411518, 1411764, 1412070, 1412081, 1412335, 1412355, 1412399, 1412416, 1412476, 1412493, 1500097, 1500504, 1500863, 1500883, 1501042, 1501233, 1501269, 1501720, 1501755, 1501826, 1502072, 1502342, 1503303, 1503710, 1504070, 1504090, 1504249, 1504440, 1504476, 1504927, 1504962, 1505033, 1505279, 1505379, 1505766, 1506173, 1506533, 1506553, 1506712, 1506903, 1506939, 1507390, 1507425, 1507496, 1507776, 1507872, 1508253, 1508661, 1509017, 1509037, 1509196, 1509389, 1509425, 1509878, 1509913, 1509984, 1510265, 1510362, 1600110, 1600126, 1600136, 1600507, 1600664, 1600976, 1601033, 1601534, 1601600, 1601679, 1601687, 1602069, 1602263, 1602336, 1602372, 1700140, 1700151, 1700156, 1700620, 1700661, 1701159, 1701185, 1701208, 1701246, 1701379, 1701420, 1701448, 1701610, 1702078, 1702081, 1702202, 1702336, 1702383, 1702539, 1702548, 1702935, 1703010, 1703329, 1703354, 1703364, 1703433, 1703453, 1703487, 1703644, 1703885, 1703896, 1703901, 1704366, 1704407, 1704899, 1704925, 1704948, 1704986, 1705119, 1705160, 1705188, 1705350, 1705818, 1705821, 1705942, 1706076, 1706123, 1706279, 1706288, 1706675, 1706750, 1707069, 1707094, 1707104, 1707173, 1707193, 1707227, 1707384, 1707625, 1707636, 1707641, 1708106, 1708147, 1708639, 1708665, 1708688, 1708726, 1708859, 1708900, 1708928, 1709090, 1709558, 1709561, 1709682, 1709816, 1709863, 1710019, 1710028, 1710415, 1710490, 1710809, 1710834, 1710844, 1710913, 1710933, 1710967, 1711124, 1711365, 1711376, 1711381, 1711846, 1711887, 1712388, 1712414, 1712437, 1712474, 1712606, 1712647, 1712675, 1712837, 1713302, 1713305, 1713426, 1713560, 1713607, 1713763, 1713772, 1714158, 1714232, 1714549, 1714574, 1714584, 1714653, 1714673, 1714707, 1714863, 1800128, 1800149, 1800154, 1800598, 1800638, 1801126, 1801151, 1801171, 1801210, 1801345, 1801386, 1801414, 1801499, 1801786, 1802388, 1802432, 1802591, 1802600, 1803000, 1803118, 1803149, 1803168, 1803183, 1803233, 1803700, 1803720, 1803725, 1804170, 1804210, 1804732, 1804757, 1804777, 1804816, 1804951, 1804992, 1805020, 1805105, 1805445, 1806047, 1806091, 1806250, 1806259, 1806658, 1806779, 1806831, 1806850, 1806865, 1806915, 1900103, 1900119, 1900128, 1900504, 1900734, 1900763, 1900972, 1901032, 1901714, 1901781, 1902191, 1902231, 1902543, 1902559, 1902568, 1902944, 1903176, 1903205, 1903414, 1903474, 1904101, 1904168, 1904578, 1904618;new
700429020003;import_new;cumple condiciones para articulo nuevo;O-RING;A 20 X 4;0.002 KGM;engine_12V4000M40A.json;1102047;58;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;25, 26, 27, 30, 35, 36, 37, 38, 105, 107, 115, 123, 137, 138, 376, 390, 392, 432, 462, 469, 492, 511, 512, 532, 533, 590, 608, 746, 823, 828, 846, 857, 907, 929, 935, 953, 1101, 1138, 1178, 1200, 1201, 1215, 1224, 1238, 1245, 1248, 1251, 1278, 1296, 1303, 1325, 1511, 1588, 1615, 1622, 1625, 1628;1102047, 1200134, 1200625, 1203276, 1203764, 1300094, 1303016, 1400142, 1400616, 1400856, 1403313, 1403785, 1404025, 1406482, 1406954, 1407194, 1409660, 1410132, 1410372, 1500099, 1500498, 1500668, 1503305, 1503704, 1503874, 1505768, 1506167, 1506337, 1508255, 1508655, 1508825, 1600101, 1700142, 1700614, 1700845, 1703887, 1704360, 1704591, 1707627, 1708100, 1708331, 1711367, 1711840, 1712074, 1800130, 1800592, 1800864, 1800938, 1800999, 1801061, 1803702, 1804164, 1804470, 1804544, 1804605, 1804667, 1900094, 1902534;new
915013016002;import_new;cumple condiciones para articulo nuevo;UNION;16;0.052 KGM;engine_12V4000M40A.json;1102349;40;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;25, 26, 30, 37, 108, 111, 122, 123, 124, 191, 376, 463, 477, 478, 519, 520, 532, 587, 596, 831, 832, 915, 916, 941, 983, 1186, 1187, 1222, 1223, 1284, 1288, 1311, 1312, 1379, 1599, 1600, 1665;1102349, 1200655, 1200823, 1203795, 1203962, 1300107, 1303029, 1400710, 1400728, 1403879, 1403897, 1407048, 1407066, 1410226, 1410244, 1500556, 1503762, 1506225, 1508713, 1600116, 1700707, 1700725, 1701461, 1704453, 1704471, 1705201, 1708193, 1708211, 1708941, 1711933, 1711952, 1712688, 1800674, 1800693, 1801427, 1804280, 1804299, 1805033, 1900109, 1902549;new
000908020000;import_new;cumple condiciones para articulo nuevo;PLUG;M 20 X 1,5;0.039 KGM;engine_12V4000M40A.json;1100617;36;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;26, 27, 32, 39, 49, 50, 55, 60, 63, 65, 68, 113, 125, 378, 404, 418, 422, 479, 521, 533, 540, 556, 598, 776, 833, 885, 917, 943, 1131, 1188, 1224, 1228, 1286, 1313, 1601;1100617, 1100618, 1200384, 1203524, 1300118, 1300312, 1303040, 1303234, 1400400, 1400756, 1403566, 1403925, 1406735, 1407094, 1409913, 1410272, 1500299, 1500597, 1503505, 1503803, 1505968, 1506266, 1508455, 1508754, 1600130, 1600340, 1700753, 1704499, 1708239, 1711980, 1800720, 1804326, 1900122, 1900324, 1902562, 1902764;new
000910016003;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PLUG;M 16 X 1,5;0.035 KGM;engine_12V4000M40A.json;1100639;6;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;26, 27, 32, 39, 378, 533;1100639, 1300120, 1303042, 1600132, 1900124, 1902564;new
007603016105;import_new;cumple condiciones para articulo nuevo;SEAL RING;A 16 X 20;0.001 KGM;engine_12V4000M40A.json;1101591;130;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;26, 27, 32, 39, 40, 41, 43, 44, 96, 105, 106, 111, 112, 113, 114, 116, 120, 123, 125, 191, 193, 196, 198, 201, 217, 219, 236, 238, 242, 252, 271, 278, 300, 378, 395, 397, 398, 437, 453, 467, 470, 477, 479, 512, 517, 519, 521, 533, 551, 573, 587, 591, 593, 596, 597, 598, 603, 625, 632, 635, 654, 700, 703, 738, 751, 752, 824, 831, 833, 862, 908, 915, 917, 928, 936, 941, 943, 980, 983, 1009, 1028, 1048, 1083, 1106, 1107, 1121, 1143, 1179, 1186, 1188, 1205, 1222, 1224, 1229, 1279, 1283, 1284, 1286, 1288, 1304, 1311, 1313, 1334, 1346, 1363, 1379, 1385, 1419, 1424, 1456, 1516, 1599, 1601, 1665, 1726;1101591, 1101592, 1101593, 1200205, 1200790, 1201429, 1201857, 1202022, 1202314, 1202319, 1203347, 1203928, 1204568, 1204996, 1205161, 1205455, 1205460, 1300121, 1300533, 1301234, 1303043, 1303456, 1304147, 1400165, 1400191, 1400226, 1400682, 1400713, 1400759, 1401614, 1402163, 1402191, 1402532, 1403336, 1403361, 1403395, 1403851, 1403882, 1403928, 1404783, 1405332, 1405360, 1405701, 1406505, 1406530, 1406564, 1407020, 1407051, 1407097, 1407961, 1408510, 1408538, 1408879, 1409683, 1409708, 1409742, 1410198, 1410229, 1410275, 1411139, 1411688, 1411716, 1412082, 1500114, 1500537, 1500560, 1500600, 1501418, 1501798, 1503320, 1503743, 1503766, 1503806, 1504625, 1505005, 1505783, 1506206, 1506229, 1506269, 1507088, 1507468, 1507732, 1508270, 1508694, 1508717, 1508757, 1509575, 1509956, 1510221, 1600133, 1600623, 1601362, 1700262, 1700680, 1700710, 1700756, 1701462, 1701789, 1704006, 1704426, 1704456, 1704502, 1705202, 1705529, 1707746, 1708166, 1708196, 1708242, 1708942, 1709269, 1711486, 1711906, 1711936, 1711983, 1712689, 1713014, 1800258, 1800677, 1800723, 1801428, 1801947, 1803830, 1804283, 1804329, 1805034, 1805606, 1900125, 1900565, 1902565, 1903006;new
007603020101;import_new;cumple condiciones para articulo nuevo;WASHER A COP;A 20 X 24;0.002 KGM;engine_12V4000M40A.json;1101609;34;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;26, 27, 32, 39, 111, 113, 123, 125, 378, 477, 479, 519, 521, 533, 596, 598, 831, 833, 915, 917, 941, 943, 1186, 1188, 1222, 1224, 1284, 1286, 1311, 1313, 1599, 1601;1101609, 1300119, 1303041, 1400718, 1400749, 1403887, 1403918, 1407056, 1407087, 1410234, 1410265, 1500564, 1500590, 1503770, 1503796, 1506233, 1506259, 1508721, 1508747, 1600131, 1700715, 1700746, 1704461, 1704492, 1708201, 1708232, 1711941, 1711973, 1800682, 1800713, 1804288, 1804319, 1900123, 1902563;new
000000000668;import_new;cumple condiciones para articulo nuevo;CLAMP;25- 40X12-SW8-W3;0.026 KGM;engine_12V4000M40A.json;1100053;32;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;28, 29, 32, 34, 40, 41, 43, 380, 397, 436, 437, 517, 535, 751, 832, 833, 862, 1106, 1142, 1143, 1205, 1228, 1229, 1515, 1516;1100053, 1300134, 1303056, 1400210, 1403380, 1406549, 1409727, 1500158, 1503364, 1505827, 1508314, 1600146, 1700163, 1700165, 1700242, 1703908, 1703910, 1703986, 1707648, 1707650, 1707726, 1711388, 1711390, 1711466, 1800161, 1800163, 1800239, 1803732, 1803734, 1803811, 1900140, 1902580;new
000835008061;import_new;cumple condiciones para articulo nuevo;STUD;M 8 X 20;0.011 KGM;engine_12V4000M40A.json;1100595;6;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;28, 29, 34, 41, 380, 535;1100595, 1300140, 1303062, 1600152, 1900146, 1902586;new
000931010191;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 10 X180;0.114 KGM;engine_12V4000M40A.json;1100668;18;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;28, 29, 34, 41, 190, 192, 195, 197, 198, 200, 212, 214, 380, 535, 549, 551, 697, 699;1100668, 1100669, 1100670, 1300145, 1301198, 1301227, 1303067, 1304111, 1304140, 1600157, 1601324, 1601355, 1900151, 1901445, 1901476, 1902591, 1903832, 1903863;new
000931010292;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 10 X110;0.07 KGM;engine_12V4000M40A.json;1100674;6;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;28, 29, 34, 41, 380, 535;1100674, 1300146, 1303068, 1600158, 1900152, 1902592;new
000933010095;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 10 X 50;0.036 KGM;engine_12V4000M40A.json;1100739;42;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;28, 29, 31, 32, 34, 41, 86, 100, 143, 147, 155, 167, 174, 242, 251, 262, 267, 269, 274, 286, 380, 386, 428, 454, 494, 535, 571, 606, 623, 647, 670, 752, 773, 808, 824, 916, 1133, 1163, 1220, 1259, 1506;1100739, 1100740, 1100741, 1200104, 1203247, 1300128, 1300831, 1300974, 1301624, 1301736, 1303050, 1303742, 1303885, 1304536, 1304648, 1400554, 1403723, 1406892, 1410070, 1500427, 1503633, 1506096, 1508584, 1600140, 1600982, 1601191, 1601806, 1601922, 1700101, 1703847, 1707587, 1711327, 1800102, 1803674, 1900134, 1900978, 1901982, 1902093, 1902574, 1903420, 1904369, 1904480;new
000934008008;import_new;cumple condiciones para articulo nuevo;NUT HEX;M 8;0.005 KGM;engine_12V4000M40A.json;1100819;58;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;28, 29, 34, 41, 96, 98, 105, 114, 120, 142, 146, 155, 187, 192, 238, 258, 285, 296, 306, 318, 319, 320, 332, 349, 380, 453, 494, 535, 603, 643, 646, 694, 728, 782, 818, 1124, 1127, 1382, 1448, 1462, 1520, 1762, 1828;1100819, 1100820, 1100821, 1100822, 1100823, 1100824, 1300141, 1300558, 1300816, 1301185, 1302166, 1303063, 1303481, 1303727, 1304098, 1304937, 1502073, 1505280, 1507777, 1510266, 1600153, 1600656, 1600666, 1600966, 1601312, 1602070, 1602072, 1602311, 1602315, 1602360, 1602368, 1602396, 1703011, 1703013, 1706751, 1706753, 1710491, 1710493, 1714233, 1714235, 1802328, 1803119, 1803121, 1805987, 1806780, 1806782, 1900147, 1900598, 1900608, 1900970, 1902192, 1902194, 1902587, 1903039, 1903049, 1903412, 1904579, 1904581;new
5849970440;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;RING SEALING;;0.004 KGM;engine_12V4000M40A.json;1101543;6;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;28, 29, 34, 41, 380, 535;1101543, 1300143, 1303065, 1600155, 1900149, 1902589;new
