Id;change_type;column;old_value;new_value
RB-12V4000M40A-000823;deleted_record;;;
RB-12V4000M40A-001208;deleted_record;;;
RB-12V4000M53-002945;deleted_record;;;
RB-12V4000M70-005577;deleted_record;;;
RB-16V4000M61-001615;deleted_record;;;
RB-16V4000M73-000031;deleted_record;;;
RB-16V4000M73-000058;deleted_record;;;
RB-16V4000M73-000350;deleted_record;;;
RB-16V4000M73L-001493;deleted_record;;;
RB-16V4000M90-000019;deleted_record;;;
RB-16V4000M90-000020;deleted_record;;;
RB-20V4000M93-000024;deleted_record;;;
RB-20V4000M93L-002081;deleted_record;;;
RB-12V4000M40A-000715;changed_field;designation;COMPRESSOR WHEEL GRAD;COMPRESSOR WHEEL
RB-12V4000M40A-001681;changed_field;designation;CONTACTOR 220V 50HZ;CONTACTOR
RB-12V4000M40A-002043;changed_field;designation;PLUG-IN BOARD MIT URLADER;PLUG-IN BOARD
RB-12V4000M40A-002353;changed_field;designation;GASKET FOR DISPLAY PANEL / PAN;GASKET FOR DISPLAY PANEL
RB-12V4000M40A-002602;changed_field;designation;JUNCTION BOX / 50HZ / 2A;JUNCTION BOX
RB-12V4000M40A-002608;changed_field;designation;HOUSING RAL9010;HOUSING
RB-12V4000M40A-002684;changed_field;designation;AUDIBLE ALARM FOR MONITORING (BXLXH);AUDIBLE ALARM FOR MONITORING
RB-12V4000M40A-002688;changed_field;designation;HOUSING WITH INTERLOCK (LXBXH);HOUSING WITH INTERLOCK
RB-12V4000M40A-002703;changed_field;designation;GOVERNOR (LXBXH);GOVERNOR
RB-12V4000M40A-002704;changed_field;designation;HOUSING F/MONTRG SYST + GOV (LXBXH);HOUSING F/MONTRG SYST + GOV
RB-12V4000M53-000333;changed_field;designation;CRANKSHAFT LH;CRANKSHAFT
RB-12V4000M53-001472;changed_field;designation;RESTRICTOR W/26MM OPENING;RESTRICTOR
RB-12V4000M53-002739;changed_field;designation;IDENTIFICATION PLATE GELB, 40;IDENTIFICATION PLATE
RB-12V4000M53-002830;changed_field;designation;TEMPERATURE SENSOR 2-POL. CODE;TEMPERATURE SENSOR
RB-12V4000M53-003094;changed_field;designation;COVER PLATE -X51-POWER;COVER PLATE
RB-12V4000M53-003095;changed_field;designation;COVER PLATE -X52-STARTER;COVER PLATE
RB-12V4000M53-006309;changed_field;designation;FILTER ELEMENT - 70806164;FILTER ELEMENT
RB-12V4000M53-006352;changed_field;designation;CONTROL UNIT FOR OIL PRIMING PUM / RAL 9006;CONTROL UNIT FOR OIL PRIMING PUM
RB-12V4000M53-006353;changed_field;designation;CONTROL UNIT FOR OIL PRIMING PUM / RAL9006;CONTROL UNIT FOR OIL PRIMING PUM
RB-12V4000M70-000772;changed_field;designation;TURBINE WHEEL HOCH 2;TURBINE WHEEL
RB-12V4000M70-000797;changed_field;designation;COMPRESSOR WHEEL GRAD;COMPRESSOR WHEEL
RB-12V4000M70-002512;changed_field;designation;GOVERNOR (LXBXH);GOVERNOR
RB-12V4000M70-005076;changed_field;designation;TERMINAL BOX (BXLXH)/RAL;TERMINAL BOX
RB-12V4000M70-005108;changed_field;designation;CONTROL UNIT FOR OIL PRIMING PUM / 60HZ / 2A;CONTROL UNIT FOR OIL PRIMING PUM
RB-12V4000M70-005159;changed_field;designation;PLUG-IN BOARD MIT URLADER;PLUG-IN BOARD
RB-12V4000M70-005192;changed_field;designation;MONITORING SYSTEM IN ENGINE ROOM (LXBXH);MONITORING SYSTEM IN ENGINE ROOM
RB-12V4000M70-005459;changed_field;designation;INSTALLATION MATRL IP68 M.DICHTUNG;INSTALLATION MATRL
RB-16V4000M61-001627;changed_field;designation;OVERCURRENT TRIP A;OVERCURRENT TRIP
RB-16V4000M61-001982;changed_field;designation;CONTROL UNIT F/EXH FLAP CONTROL / RAL 9003 GLATT;CONTROL UNIT F/EXH FLAP CONTROL
RB-16V4000M61-001983;changed_field;designation;HOUSING FOR CONTROL UNIT RAL 9003 GLATT;HOUSING FOR CONTROL UNIT
RB-16V4000M61-002452;changed_field;designation;MONITORING SYSTEM IN ENGINE ROOM 9003 GLATT;MONITORING SYSTEM IN ENGINE ROOM
RB-16V4000M61-002453;changed_field;designation;HOUSING 9003 GLATT;HOUSING
RB-16V4000M61-002460;changed_field;designation;HOUSING WITHOUT INTERLOCK (LXBXH);HOUSING WITHOUT INTERLOCK
RB-16V4000M61-002523;changed_field;designation;CONTROL UNIT FOR GEARBOX MONITOR 9003 GLATT;CONTROL UNIT FOR GEARBOX MONITOR
RB-16V4000M61-002524;changed_field;designation;HOUSING FOR GEARBOX MONITOR GLATT;HOUSING FOR GEARBOX MONITOR
RB-16V4000M61-002562;changed_field;designation;CONTROL UNIT FOR OIL PRIMING PUM GLATT;CONTROL UNIT FOR OIL PRIMING PUM
RB-16V4000M61-002563;changed_field;designation;CONTROL UNIT FOR OIL PRIMING PUM / RAL9003 GLATT;CONTROL UNIT FOR OIL PRIMING PUM
RB-16V4000M61-002602;changed_field;designation;HOUSING WITHOUT INTERLOCK (LXBXH);HOUSING WITHOUT INTERLOCK
RB-16V4000M61-002672;changed_field;designation;HOUSING 9003 GLATT;HOUSING
RB-16V4000M73L-002314;changed_field;designation;CONTROL UNIT FOR OIL PRIMING PUM / 50HZ / 2A;CONTROL UNIT FOR OIL PRIMING PUM
RB-16V4000M90-002074;changed_field;designation;GEARBOX k;GEARBOX
RB-16V4000M90-002631;changed_field;designation;CABLE D;CABLE
RB-16V4000M90-002637;changed_field;designation;CABLE D;CABLE
RB-20V4000M93-000051;changed_field;designation;CRANKCASE k;CRANKCASE
RB-20V4000M93-000052;changed_field;designation;CRANKCASE k;CRANKCASE
RB-20V4000M93-000341;changed_field;designation;CRANKSHAFT NH;CRANKSHAFT
RB-20V4000M93L-002288;changed_field;designation;SCREW-IN HTG ELEM. 440V;SCREW-IN HTG ELEM.
RB-20V4000M93L-003085;changed_field;designation;GEARBOX k;GEARBOX
RB-20V4000M93L-005131;changed_field;designation;SOOT FILTER GL ACCEPTANCE k;SOOT FILTER GL ACCEPTANCE
RB-20V4000M93L-007147;changed_field;designation;GENSET GL ACCEPTANCE k;GENSET GL ACCEPTANCE
RB-20V4000M93L-007153;changed_field;designation;EMERGENCY ALTERNATOR GL ACCEPTANCE k;EMERGENCY ALTERNATOR GL ACCEPTANCE
RB-12V4000M53-001400;changed_field;model_type;12VM53, 16VM90;12VM40A, 12VM53, 12VM70, 16VM61, 16VM90
RB-12V4000M53-002758;changed_field;model_type;12VM53, 16VM73, 20VM93;12VM53, 16VM73, 16VM73L, 20VM93, 20VM93L
RB-12V4000M53-006660;changed_field;model_type;12VM53, 16VM73L, 16VM90;12VM53, 12VM70, 16VM73L, 16VM90
RB-16V4000M61-000019;changed_field;model_type;16VM61;16VM61, 16VM90
RB-16V4000M61-000800;changed_field;model_type;16VM61, 16VM73L;12VM40A, 12VM53, 12VM70, 16VM61, 16VM73, 16VM73L, 20VM93, 20VM93L
RB-16V4000M73L-000049;changed_field;model_type;16VM73L;16VM73, 16VM73L
RB-16V4000M73L-000281;changed_field;model_type;16VM73L;16VM73, 16VM73L
RB-16V4000M90-000004;changed_field;model_type;16VM90;16VM61, 16VM90
RB-16V4000M90-001813;changed_field;model_type;16VM90;16VM90, 20VM93L
RB-20V4000M93L-002285;changed_field;model_type;20VM93L;16VM61, 16VM73L, 20VM93L
RB-12V4000M40A-000715;changed_field;pn;5110250202 ZR175/60;5110250202
RB-12V4000M40A-001681;changed_field;pn;8592030250 B9-30-10;8592030250
RB-12V4000M40A-002043;changed_field;pn;5295306812/S0003 MPU27-01;5295306812/S0003
RB-12V4000M40A-002353;changed_field;pn;5105330880 220X56X1;5105330880
RB-12V4000M40A-002602;changed_field;pn;5105302438/S0001 3X400VAC;5105302438/S0001
RB-12V4000M40A-002608;changed_field;pn;X00024645 360X380X210;X00024645
RB-12V4000M40A-002684;changed_field;pn;X00E50200899 152X152X128;X00E50200899
RB-12V4000M40A-002688;changed_field;pn;X00E50202754/S0003 360X314X95;X00E50202754/S0003
RB-12V4000M40A-002703;changed_field;pn;5275307654 455X277X91;5275307654
RB-12V4000M40A-002704;changed_field;pn;5275334402 423X270X76;5275334402
RB-12V4000M40A-002705;changed_field;pn;5275351291 427X275X11;5275351291
RB-12V4000M53-000333;changed_field;pn;X52603100002 12V4000-03;X52603100002
RB-12V4000M53-001472;changed_field;pn;5242031452 M52-1.5X15;5242031452
RB-12V4000M53-002739;changed_field;pn;0035337689 23X13/55MM;0035337689
RB-12V4000M53-002830;changed_field;pn;X00010488 DIN72585;X00010488
RB-12V4000M53-003094;changed_field;pn;X00E50204759 102X103X3;X00E50204759
RB-12V4000M53-003095;changed_field;pn;X00E50204758 102X103X3;X00E50204758
RB-12V4000M53-006309;changed_field;pn;X59541200002 FC-001-040;X59541200002
RB-12V4000M53-006352;changed_field;pn;X00E50205800 3X440VAC/50HZ;X00E50205800
RB-12V4000M53-006353;changed_field;pn;X00E50205802 3X440VAC/50HZ;X00E50205802
RB-12V4000M70-000772;changed_field;pn;5110804420 158/20/135/69CM;5110804420
RB-12V4000M70-000797;changed_field;pn;5110250002 ZR170/60;5110250002
RB-12V4000M70-002512;changed_field;pn;X00E50206616 455X277X91;X00E50206616
RB-12V4000M70-005076;changed_field;pn;X00032735 230X200X110;X00032735
RB-12V4000M70-005108;changed_field;pn;X00E50200885 3X440VAC;X00E50200885
RB-12V4000M70-005159;changed_field;pn;X00E50206571/S0001 MPU29-05;X00E50206571/S0001
RB-12V4000M70-005192;changed_field;pn;X00015431 345X220X199;X00015431
RB-12V4000M70-005459;changed_field;pn;X00E50200486 M25X1.5-M16X1.5;X00E50200486
RB-16V4000M61-001627;changed_field;pn;8692030520 0.37-0.55;8692030520
RB-16V4000M61-001982;changed_field;pn;X00E50205162 360X270X160;X00E50205162
RB-16V4000M61-001983;changed_field;pn;X00E50205163 360X270X160;X00E50205163
RB-16V4000M61-002452;changed_field;pn;X00E50205154 345X220X199/RAL;X00E50205154
RB-16V4000M61-002453;changed_field;pn;X00E50205155 345X220X190/RAL;X00E50205155
RB-16V4000M61-002460;changed_field;pn;X00E50202753/S0003 296X152X80;X00E50202753/S0003
RB-16V4000M61-002523;changed_field;pn;X00E50205156 250X270X184/RAL;X00E50205156
RB-16V4000M61-002524;changed_field;pn;X00E50205157 250X270X184/RAL9003;X00E50205157
RB-16V4000M61-002562;changed_field;pn;X00E50205158 3X400VAC/50HZ/2A/RAL9003;X00E50205158
RB-16V4000M61-002563;changed_field;pn;X00E50205159 3X400VAC/50HZ;X00E50205159
RB-16V4000M61-002602;changed_field;pn;X00E50202753/S0002 296X152X80;X00E50202753/S0002
RB-16V4000M61-002672;changed_field;pn;X00E50205151 360X210X160/RAL;X00E50205151
RB-16V4000M73L-002314;changed_field;pn;X00E50200882 3X400VAC;X00E50200882
RB-16V4000M90-000004;changed_field;pn;5270101805 2063.000;5270101805
RB-16V4000M90-002074;changed_field;pn;X599001-748478 1090.000;X599001-748478
RB-16V4000M90-002631;changed_field;pn;0095315080 6X2X0.5QMM;0095315080
RB-16V4000M90-002637;changed_field;pn;0095315380 4X0.50QMM;0095315380
RB-20V4000M93-000051;changed_field;pn;EX59601100004 2547.000;EX59601100004
RB-20V4000M93-000052;changed_field;pn;X59601100003 2015.000;X59601100003
RB-20V4000M93-000341;changed_field;pn;X00029040 20V4000-03;X00029040
RB-20V4000M93L-002288;changed_field;pn;8692030001 600/44/3B;8692030001
RB-20V4000M93L-003085;changed_field;pn;X59634200024/30 6900.000;X59634200024/30
RB-20V4000M93L-005131;changed_field;pn;X53514600003/30/97 2450.000;X53514600003/30/97
RB-20V4000M93L-007147;changed_field;pn;X53566400071/30/97 1000.000;X53566400071/30/97
RB-20V4000M93L-007153;changed_field;pn;X82566400001/30/97 3050.000;X82566400001/30/97
RB-12V4000M40A-000715;changed_field;fg_code;101-01;
RB-12V4000M40A-001681;changed_field;fg_code;202-40;
RB-12V4000M40A-002353;changed_field;fg_code;508-00;
RB-12V4000M40A-002684;changed_field;fg_code;508-00;
RB-12V4000M40A-002688;changed_field;fg_code;508-00;
RB-12V4000M53-000333;changed_field;fg_code;030-00;
RB-12V4000M53-002739;changed_field;fg_code;507-98;
RB-12V4000M53-003094;changed_field;fg_code;508-95;
RB-12V4000M53-003095;changed_field;fg_code;508-95;
RB-12V4000M53-006309;changed_field;fg_code;083-05;
RB-12V4000M70-000772;changed_field;fg_code;100-00;
RB-12V4000M70-000797;changed_field;fg_code;100-00;
RB-12V4000M70-005076;changed_field;fg_code;507-97;
RB-12V4000M70-005159;changed_field;fg_code;508-95;
RB-12V4000M70-005459;changed_field;fg_code;511-10;
RB-16V4000M61-001627;changed_field;fg_code;202-40;
RB-16V4000M61-002602;changed_field;fg_code;510-10;
RB-16V4000M90-002631;changed_field;fg_code;511-20;
RB-16V4000M90-002637;changed_field;fg_code;511-20;
RB-20V4000M93-000341;changed_field;fg_code;030-00;
RB-20V4000M93L-002288;changed_field;fg_code;202-40;
RB-12V4000M40A-000715;changed_field;fg_description;EXHAUST TURBOCHARGER, GENERAL OR H.P. TURBOCHARGER;
RB-12V4000M40A-001681;changed_field;fg_description;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;
RB-12V4000M40A-002043;changed_field;fg_description;MONITORING AND CONTROL SYSTEM, GENERAL ELECTRICAL EQUIPMENT;
RB-12V4000M40A-002353;changed_field;fg_description;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M40A-002684;changed_field;fg_description;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M40A-002688;changed_field;fg_description;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M40A-002703;changed_field;fg_description;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M53-000333;changed_field;fg_description;RUNNING GEAR;
RB-12V4000M53-001472;changed_field;fg_description;OIL FILTRATION/COOLING;
RB-12V4000M53-002739;changed_field;fg_description;WIRING, GENERAL, FOR ENGINE/GEARBOX/PLANT;
RB-12V4000M53-003094;changed_field;fg_description;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M53-003095;changed_field;fg_description;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M53-006309;changed_field;fg_description;FUEL FILTER;
RB-16V4000M61-001627;changed_field;fg_description;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;
RB-16V4000M61-002602;changed_field;fg_description;MONITORING EQUIPMENT;
RB-16V4000M73L-002314;changed_field;fg_description;WIRING, GEBERAL, FOR ENGINE/GEARBOX/PLANT;
RB-16V4000M90-002631;changed_field;fg_description;ALARM SYSTEM;
RB-16V4000M90-002637;changed_field;fg_description;ALARM SYSTEM;
RB-20V4000M93-000341;changed_field;fg_description;RUNNING GEAR;
RB-12V4000M40A-000715;changed_field;fg_code_description;101 EXHAUST TURBOCHARGER, GENERAL OR H.P. TURBOCHARGER;
RB-12V4000M40A-001681;changed_field;fg_code_description;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;
RB-12V4000M40A-002043;changed_field;fg_code_description;500 MONITORING AND CONTROL SYSTEM, GENERAL ELECTRICAL EQUIPMENT;500-00
RB-12V4000M40A-002353;changed_field;fg_code_description;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M40A-002602;changed_field;fg_code_description;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;508-00 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM
RB-12V4000M40A-002684;changed_field;fg_code_description;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M40A-002688;changed_field;fg_code_description;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M40A-002703;changed_field;fg_code_description;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;508-10
RB-12V4000M53-000333;changed_field;fg_code_description;30 RUNNING GEAR;
RB-12V4000M53-001472;changed_field;fg_code_description;183 OIL FILTRATION/COOLING;183-15
RB-12V4000M53-002739;changed_field;fg_code_description;507 WIRING, GENERAL, FOR ENGINE/GEARBOX/PLANT;
RB-12V4000M53-002830;changed_field;fg_code_description;507 WIRING, GENERAL, FOR ENGINE/GEARBOX/PLANT;507-98 WIRING, GENERAL, FOR ENGINE/GEARBOX/PLANT
RB-12V4000M53-003094;changed_field;fg_code_description;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M53-003095;changed_field;fg_code_description;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;
RB-12V4000M53-006309;changed_field;fg_code_description;83 FUEL FILTER;
RB-12V4000M70-000772;changed_field;fg_code_description;100-00;
RB-12V4000M70-000797;changed_field;fg_code_description;100-00;
RB-12V4000M70-005076;changed_field;fg_code_description;507-97;
RB-12V4000M70-005159;changed_field;fg_code_description;508-95;
RB-12V4000M70-005459;changed_field;fg_code_description;511-10;
RB-16V4000M61-001627;changed_field;fg_code_description;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;
RB-16V4000M61-001982;changed_field;fg_code_description;507 WIRING, GEBERAL, FOR ENGINE/GEARBOX/PLANT;507-97 WIRING, GEBERAL, FOR ENGINE/GEARBOX/PLANT
RB-16V4000M61-002452;changed_field;fg_code_description;510 MONITORING EQUIPMENT;510-10 MONITORING EQUIPMENT
RB-16V4000M61-002523;changed_field;fg_code_description;510 MONITORING EQUIPMENT;510-10 MONITORING EQUIPMENT
RB-16V4000M61-002562;changed_field;fg_code_description;510 MONITORING EQUIPMENT;510-10 MONITORING EQUIPMENT
RB-16V4000M61-002602;changed_field;fg_code_description;510 MONITORING EQUIPMENT;
RB-16V4000M73L-002314;changed_field;fg_code_description;507 WIRING, GEBERAL, FOR ENGINE/GEARBOX/PLANT;507-97
RB-16V4000M90-002074;changed_field;fg_code_description;342 DRIVE SYSTEM;342-10 DRIVE SYSTEM
RB-16V4000M90-002631;changed_field;fg_code_description;511 ALARM SYSTEM;
RB-16V4000M90-002637;changed_field;fg_code_description;511 ALARM SYSTEM;
RB-20V4000M93-000051;changed_field;fg_code_description;11 CRANKCASE;011-05 CRANKCASE
RB-20V4000M93-000341;changed_field;fg_code_description;30 RUNNING GEAR;
RB-20V4000M93L-002288;changed_field;fg_code_description;202-40;
RB-12V4000M53-001400;changed_field;PAG;12V4000M53-0194, 12V4000M53-0549, 16V4000M90-0192;12V4000M40A-0200, 12V4000M53-0194, 12V4000M53-0549, 12V4000M70-0214, 12V4000M70-0551, 16V4000M61-0197, 16V4000M61-0699, 16V4000M90-0192
RB-12V4000M53-002758;changed_field;PAG;12V4000M53-0331, 12V4000M53-0332, 12V4000M53-0343, 12V4000M53-0694, 12V4000M53-0695, 12V4000M53-0706, 16V4000M73-0325, 16V4000M73-0679, 16V4000M73-1034, 16V4000M73-1388, 20V4000M93-0348, 20V4000M93-0356, 20V4000M93-0357, 20V4000M93-0744, 20V4000M93-0752, 20V4000M93-0753, 20V4000M93-1140, 20V4000M93-1148, 20V4000M93-1149, 20V4000M93-1536, 20V4000M93-1544, 20V4000M93-1545;12V4000M53-0331, 12V4000M53-0332, 12V4000M53-0343, 12V4000M53-0345, 12V4000M53-0348, 12V4000M53-0694, 12V4000M53-0695, 12V4000M53-0706, 12V4000M53-0708, 12V4000M53-0711, 12V4000M53-0797, 16V4000M73-0323, 16V4000M73-0325, 16V4000M73-0677, 16V4000M73-0679, 16V4000M73-1032, 16V4000M73-1034, 16V4000M73-1386, 16V4000M73-1388, 16V4000M73L-0400, 16V4000M73L-0403, 16V4000M73L-0407, 16V4000M73L-0427, 16V4000M73L-0429, 16V4000M73L-0431, 16V4000M73L-1597, 16V4000M73L-1600, 16V4000M73L-1604, 16V4000M73L-1624, 16V4000M73L-1626, 16V4000M73L-1628, 20V4000M93-0348, 20V4000M93-0356, 20V4000M93-0357, 20V4000M93-0744, 20V4000M93-0752, 20V4000M93-0753, 20V4000M93-1140, 20V4000M93-1148, 20V4000M93-1149, 20V4000M93-1536, 20V4000M93-1544, 20V4000M93-1545, 20V4000M93L-1470, 20V4000M93L-1472, 20V4000M93L-1476, 20V4000M93L-1854, 20V4000M93L-1856, 20V4000M93L-1860
RB-12V4000M53-006660;changed_field;PAG;12V4000M53-0827, 16V4000M73L-0477, 16V4000M73L-1674, 16V4000M90-0405;12V4000M53-0827, 12V4000M70-0799, 16V4000M73L-0477, 16V4000M73L-1674, 16V4000M90-0405
RB-16V4000M61-000019;changed_field;PAG;16V4000M61-0012, 16V4000M61-0519;16V4000M61-0012, 16V4000M61-0519, 16V4000M90-0017
RB-16V4000M61-000800;changed_field;PAG;16V4000M61-0137, 16V4000M61-0641, 16V4000M73L-0144, 16V4000M73L-0630, 16V4000M73L-0975, 16V4000M73L-1316;12V4000M40A-0140, 12V4000M53-0143, 12V4000M53-0498, 12V4000M70-0149, 12V4000M70-0488, 16V4000M61-0137, 16V4000M61-0641, 16V4000M73-0157, 16V4000M73-0511, 16V4000M73-0865, 16V4000M73-1220, 16V4000M73L-0144, 16V4000M73L-0630, 16V4000M73L-0975, 16V4000M73L-1316, 20V4000M93-0164, 20V4000M93-0560, 20V4000M93-0956, 20V4000M93-1352, 20V4000M93L-1262, 20V4000M93L-1639
RB-16V4000M73L-000049;changed_field;PAG;16V4000M73L-0017, 16V4000M73L-0502, 16V4000M73L-0847, 16V4000M73L-1190;16V4000M73-0028, 16V4000M73-0382, 16V4000M73-0736, 16V4000M73-1091, 16V4000M73L-0017, 16V4000M73L-0502, 16V4000M73L-0847, 16V4000M73L-1190
RB-16V4000M73L-000281;changed_field;PAG;16V4000M73L-0049, 16V4000M73L-0534, 16V4000M73L-0879, 16V4000M73L-1222;16V4000M73-0062, 16V4000M73-0416, 16V4000M73-0770, 16V4000M73-1125, 16V4000M73L-0049, 16V4000M73L-0534, 16V4000M73L-0879, 16V4000M73L-1222
RB-16V4000M90-000004;changed_field;PAG;16V4000M90-0017;16V4000M61-0012, 16V4000M61-0519, 16V4000M90-0017
RB-16V4000M90-001813;changed_field;PAG;16V4000M90-0246;16V4000M90-0246, 20V4000M93L-1355, 20V4000M93L-1735
RB-20V4000M93L-002285;changed_field;PAG;20V4000M93L-1381, 20V4000M93L-1761;16V4000M61-0243, 16V4000M73L-0315, 16V4000M73L-0794, 16V4000M73L-1137, 16V4000M73L-1472, 20V4000M93L-1381, 20V4000M93L-1761
RB-12V4000M53-001400;changed_field;esquema_general;12V4000M53-0193-01.webp, 12V4000M53-0193-02.webp, 12V4000M53-0548-01.webp, 12V4000M53-0548-02.webp, 16V4000M90-0191-01.webp, 16V4000M90-0191-02.webp;12V4000M40A-0199-01.webp, 12V4000M40A-0199-02.webp, 12V4000M53-0193-01.webp, 12V4000M53-0193-02.webp, 12V4000M53-0548-01.webp, 12V4000M53-0548-02.webp, 12V4000M70-0213-01.webp, 12V4000M70-0213-02.webp, 12V4000M70-0550-01.webp, 12V4000M70-0550-02.webp, 16V4000M61-0196-01.webp, 16V4000M61-0196-02.webp, 16V4000M61-0698-01.webp, 16V4000M61-0698-02.webp, 16V4000M90-0191-01.webp, 16V4000M90-0191-02.webp
RB-12V4000M53-002758;changed_field;esquema_general;12V4000M53-0330-01.webp, 12V4000M53-0330-02.webp, 12V4000M53-0342-01.webp, 12V4000M53-0693-01.webp, 12V4000M53-0693-02.webp, 12V4000M53-0705-01.webp, 16V4000M73-0324-01.webp, 16V4000M73-0324-02.webp, 16V4000M73-0678-01.webp, 16V4000M73-0678-02.webp, 16V4000M73-1033-01.webp, 16V4000M73-1033-02.webp, 16V4000M73-1387-01.webp, 16V4000M73-1387-02.webp, 20V4000M93-0347-01.webp, 20V4000M93-0347-02.webp, 20V4000M93-0355-01.webp, 20V4000M93-0355-02.webp, 20V4000M93-0743-01.webp, 20V4000M93-0743-02.webp, 20V4000M93-0751-01.webp, 20V4000M93-0751-02.webp, 20V4000M93-1139-01.webp, 20V4000M93-1139-02.webp, 20V4000M93-1147-01.webp, 20V4000M93-1147-02.webp, 20V4000M93-1535-01.webp, 20V4000M93-1535-02.webp, 20V4000M93-1543-01.webp, 20V4000M93-1543-02.webp;12V4000M53-0330-01.webp, 12V4000M53-0330-02.webp, 12V4000M53-0342-01.webp, 12V4000M53-0344-01.webp, 12V4000M53-0344-02.webp, 12V4000M53-0346-01.webp, 12V4000M53-0346-02.webp, 12V4000M53-0693-01.webp, 12V4000M53-0693-02.webp, 12V4000M53-0705-01.webp, 12V4000M53-0707-01.webp, 12V4000M53-0707-02.webp, 12V4000M53-0709-01.webp, 12V4000M53-0709-02.webp, 16V4000M73-0324-01.webp, 16V4000M73-0324-02.webp, 16V4000M73-0678-01.webp, 16V4000M73-0678-02.webp, 16V4000M73-1033-01.webp, 16V4000M73-1033-02.webp, 16V4000M73-1387-01.webp, 16V4000M73-1387-02.webp, 16V4000M73L-0403-01.webp, 16V4000M73L-0407-01.webp, 16V4000M73L-0427-01.webp, 16V4000M73L-0429-01.webp, 16V4000M73L-0431-01.webp, 16V4000M73L-1600-01.webp, 16V4000M73L-1604-01.webp, 16V4000M73L-1624-01.webp, 16V4000M73L-1626-01.webp, 16V4000M73L-1628-01.webp, 20V4000M93-0347-01.webp, 20V4000M93-0347-02.webp, 20V4000M93-0355-01.webp, 20V4000M93-0355-02.webp, 20V4000M93-0743-01.webp, 20V4000M93-0743-02.webp, 20V4000M93-0751-01.webp, 20V4000M93-0751-02.webp, 20V4000M93-1139-01.webp, 20V4000M93-1139-02.webp, 20V4000M93-1147-01.webp, 20V4000M93-1147-02.webp, 20V4000M93-1535-01.webp, 20V4000M93-1535-02.webp, 20V4000M93-1543-01.webp, 20V4000M93-1543-02.webp, 20V4000M93L-1468-01.webp, 20V4000M93L-1468-02.webp, 20V4000M93L-1471-01.webp, 20V4000M93L-1471-02.webp, 20V4000M93L-1474-01.webp, 20V4000M93L-1474-02.webp, 20V4000M93L-1852-01.webp, 20V4000M93L-1852-02.webp, 20V4000M93L-1855-01.webp, 20V4000M93L-1855-02.webp, 20V4000M93L-1858-01.webp, 20V4000M93L-1858-02.webp
RB-12V4000M53-006660;changed_field;esquema_general;16V4000M73L-0477-01.webp, 16V4000M73L-1674-01.webp, 16V4000M90-0405-01.webp;12V4000M70-0799-01.webp, 16V4000M73L-0477-01.webp, 16V4000M73L-1674-01.webp, 16V4000M90-0405-01.webp
RB-16V4000M61-000019;changed_field;esquema_general;16V4000M61-0011-01.webp, 16V4000M61-0011-02.webp, 16V4000M61-0518-01.webp, 16V4000M61-0518-02.webp;16V4000M61-0011-01.webp, 16V4000M61-0011-02.webp, 16V4000M61-0518-01.webp, 16V4000M61-0518-02.webp, 16V4000M90-0016-01.webp, 16V4000M90-0016-02.webp
