Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-20V4000M93-002916;;1100;GASKET;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;535D01023/1;5330121289653;;;;;;0.007 KGM;0.007 KGM;;;318, 714, 1110, 1427, 1506, 1807;X59620800002;20V4000M93-0318-01.webp, 20V4000M93-0714-01.webp, 20V4000M93-1110-01.webp, 20V4000M93-1506-01.webp, 20V4000M93L-1427-01.webp, 20V4000M93L-1807-01.webp;20V4000M93, 20V4000M93L;;;New;535D01023/1;635D01023/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0318-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0714-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-1110-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-1506-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1427-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1807-01-1100.webp
RB-20V4000M93-002915;;1050;COOL LEVEL DISPLAY UPPER PART;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;535D01508/1;6680121491209;;;;;;0.463 KGM;0.463 KGM;;;318, 714, 1110, 1427, 1506, 1807;X59620800002;20V4000M93-0318-01.webp, 20V4000M93-0714-01.webp, 20V4000M93-1110-01.webp, 20V4000M93-1506-01.webp, 20V4000M93L-1427-01.webp, 20V4000M93L-1807-01.webp;20V4000M93, 20V4000M93L;;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0318-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0714-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-1110-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-1506-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1427-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1807-01-1050.webp
RB-12V4000M40A-002435;;720;OVAL-HEAD SCREW;12V4000M40A;12VM40A;;000000000611;5305124017103;;;;;;0.006 KGM;0.006 KGM;M 3 X 6;;359, 388;5185302185;12V4000M40A-0356-01.webp, 12V4000M40A-0356-02.webp, 12V4000M40A-0357-01.webp, 12V4000M40A-0387-01.webp;12V4000M40A;;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-20V4000M93L-002253;;400;VALVE BALL ASM;20V4000M93L;20VM93L;;635A16700/2;4820123959329;;;202;;202;0.207 KGM;0.207 KGM;;;1374, 1754;XS596200.00011;20V4000M93L-1374-01.webp, 20V4000M93L-1754-01.webp;20V4000M93L;20VM93L-202;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1374-01-400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1754-01-400.webp
RB-16V4000M73-002141;;340;THREADED BUSHING;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;635D16007/1;4730123890325;;;202;;202;0.182 KGM;0.182 KGM;;;252, 271, 625, 738, 980, 1083, 1334, 1419;XS595200.00090;16V4000M73-0268-01.webp, 16V4000M73-0268-02.webp, 16V4000M73-0269-01.webp, 16V4000M73-0269-02.webp, 16V4000M73-0270-01.webp, 16V4000M73-0622-01.webp, 16V4000M73-0622-02.webp, 16V4000M73-0623-01.webp, 16V4000M73-0623-02.webp, 16V4000M73-0624-01.webp, 16V4000M73-0977-01.webp, 16V4000M73-0977-02.webp, 16V4000M73-0978-01.webp, 16V4000M73-0978-02.webp, 16V4000M73-0979-01.webp, 16V4000M73-1331-01.webp, 16V4000M73-1331-02.webp, 16V4000M73-1332-01.webp, 16V4000M73-1332-02.webp, 16V4000M73-1333-01.webp;16V4000M73, 16V4000M73L;16VM73-202, 16VM73L-200;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0268-01-645.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0268-02-340.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0622-01-645.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0622-02-340.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0977-01-645.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0977-02-340.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1331-01-645.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1331-02-340.webp
RB-12V4000M40A-000143;;230;CLAMP;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12VM40A, 12VM70, 16VM61, 16VM73, 16VM73L, 16VM90, 20VM93, 20VM93L;;000000000668;4730123852641;;;18;;18;0.026 KGM;0.026 KGM;25- 40X12-SW8-W3;;28, 29, 32, 34, 40, 41, 43, 380, 397, 436, 437, 517, 535, 751, 832, 833, 862, 1106, 1142, 1143, 1205, 1228, 1229, 1515, 1516;010.00367;12V4000M40A-0029-01.webp, 12V4000M70-0041-01.webp, 12V4000M70-0380-01.webp, 16V4000M61-0028-01.webp, 16V4000M61-0535-01.webp, 16V4000M73-0041-01.webp, 16V4000M73-0041-02.webp, 16V4000M73-0042-01.webp, 16V4000M73-0042-02.webp, 16V4000M73-0395-01.webp, 16V4000M73-0395-02.webp, 16V4000M73-0396-01.webp, 16V4000M73-0396-02.webp, 16V4000M73-0749-01.webp, 16V4000M73-0749-02.webp, 16V4000M73-0750-01.webp, 16V4000M73-0750-02.webp, 16V4000M73-1104-01.webp, 16V4000M73-1104-02.webp, 16V4000M73-1105-01.webp, 16V4000M73-1105-02.webp, 16V4000M73L-0030-01.webp, 16V4000M73L-0030-02.webp, 16V4000M73L-0031-01.webp, 16V4000M73L-0031-02.webp, 16V4000M73L-0515-01.webp, 16V4000M73L-0515-02.webp, 16V4000M73L-0516-01.webp, 16V4000M73L-0516-02.webp, 16V4000M73L-0860-01.webp, 16V4000M73L-0860-02.webp, 16V4000M73L-0861-01.webp, 16V4000M73L-0861-02.webp, 16V4000M73L-1203-01.webp, 16V4000M73L-1203-02.webp, 16V4000M73L-1204-01.webp, 16V4000M73L-1204-02.webp, 16V4000M90-0034-01.webp, 20V4000M93-0039-01.webp, 20V4000M93-0039-02.webp, 20V4000M93-0435-01.webp, 20V4000M93-0435-02.webp, 20V4000M93-0831-01.webp, 20V4000M93-0831-02.webp, 20V4000M93-1227-01.webp, 20V4000M93-1227-02.webp, 20V4000M93L-1141-01.webp, 20V4000M93L-1141-02.webp, 20V4000M93L-1514-01.webp, 20V4000M93L-1514-02.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12VM40A-18, 12VM70-18, 16VM61-18, 16VM73-18, 16VM73L-18, 16VM90-18, 20VM93-18, 20VM93L-18;;New;000000000668;0069970490, 916018025000, 700433024000, 916026028000, 916026025000, 0009976290, 916017025000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0041-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0380-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0028-01-205.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0535-01-205.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0041-01-700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0395-01-700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0749-01-700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1104-01-700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0030-01-700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0515-01-700.webp
RB-16V4000M73-000274;;6300;CLAMP;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;000000000670;4730123852639;;;18;;18;0.029 KGM;0.029 KGM;35- 50X12-SW8-W3;;33, 41, 45, 399, 437, 518, 753, 833, 863, 1108, 1143, 1206, 1229, 1516;XS595180.00017;16V4000M73-0041-01.webp, 16V4000M73-0041-02.webp, 16V4000M73-0042-01.webp, 16V4000M73-0042-02.webp, 16V4000M73-0395-01.webp, 16V4000M73-0395-02.webp, 16V4000M73-0396-01.webp, 16V4000M73-0396-02.webp, 16V4000M73-0749-01.webp, 16V4000M73-0749-02.webp, 16V4000M73-0750-01.webp, 16V4000M73-0750-02.webp, 16V4000M73-1104-01.webp, 16V4000M73-1104-02.webp, 16V4000M73-1105-01.webp, 16V4000M73-1105-02.webp, 16V4000M73L-0030-01.webp, 16V4000M73L-0030-02.webp, 16V4000M73L-0031-01.webp, 16V4000M73L-0031-02.webp, 16V4000M73L-0515-01.webp, 16V4000M73L-0515-02.webp, 16V4000M73L-0516-01.webp, 16V4000M73L-0516-02.webp, 16V4000M73L-0860-01.webp, 16V4000M73L-0860-02.webp, 16V4000M73L-0861-01.webp, 16V4000M73L-0861-02.webp, 16V4000M73L-1203-01.webp, 16V4000M73L-1203-02.webp, 16V4000M73L-1204-01.webp, 16V4000M73L-1204-02.webp, 20V4000M93-0039-01.webp, 20V4000M93-0039-02.webp, 20V4000M93-0435-01.webp, 20V4000M93-0435-02.webp, 20V4000M93-0831-01.webp, 20V4000M93-0831-02.webp, 20V4000M93-1227-01.webp, 20V4000M93-1227-02.webp, 20V4000M93L-1141-01.webp, 20V4000M93L-1141-02.webp, 20V4000M93L-1514-01.webp, 20V4000M93L-1514-02.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73-18, 16VM73L-18, 20VM93-18, 20VM93L-18;;New;000000000670;916017032000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0041-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0395-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0749-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1104-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0030-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0515-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0860-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1203-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-4950.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0435-02-4950.webp
RB-16V4000M73-000276;;6450;CLAMP;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;000000000671;4730123554509;;;18;;18;0.032 KGM;0.032 KGM;40- 60X12-SW8-W3;;33, 41, 45, 399, 437, 518, 753, 833, 863, 1108, 1143, 1206, 1229, 1516;XS595180.00017;16V4000M73-0041-01.webp, 16V4000M73-0041-02.webp, 16V4000M73-0042-01.webp, 16V4000M73-0042-02.webp, 16V4000M73-0395-01.webp, 16V4000M73-0395-02.webp, 16V4000M73-0396-01.webp, 16V4000M73-0396-02.webp, 16V4000M73-0749-01.webp, 16V4000M73-0749-02.webp, 16V4000M73-0750-01.webp, 16V4000M73-0750-02.webp, 16V4000M73-1104-01.webp, 16V4000M73-1104-02.webp, 16V4000M73-1105-01.webp, 16V4000M73-1105-02.webp, 16V4000M73L-0030-01.webp, 16V4000M73L-0030-02.webp, 16V4000M73L-0031-01.webp, 16V4000M73L-0031-02.webp, 16V4000M73L-0515-01.webp, 16V4000M73L-0515-02.webp, 16V4000M73L-0516-01.webp, 16V4000M73L-0516-02.webp, 16V4000M73L-0860-01.webp, 16V4000M73L-0860-02.webp, 16V4000M73L-0861-01.webp, 16V4000M73L-0861-02.webp, 16V4000M73L-1203-01.webp, 16V4000M73L-1203-02.webp, 16V4000M73L-1204-01.webp, 16V4000M73L-1204-02.webp, 20V4000M93-0039-01.webp, 20V4000M93-0039-02.webp, 20V4000M93-0435-01.webp, 20V4000M93-0435-02.webp, 20V4000M93-0831-01.webp, 20V4000M93-0831-02.webp, 20V4000M93-1227-01.webp, 20V4000M93-1227-02.webp, 20V4000M93L-1141-01.webp, 20V4000M93L-1141-02.webp, 20V4000M93L-1514-01.webp, 20V4000M93L-1514-02.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73-18, 16VM73L-18, 20VM93-18, 20VM93L-18;;New;000000000671;700433036000, 916026036000, 0009971590, 0009971690, 916017040000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0041-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0395-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0749-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1104-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0030-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0515-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0860-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1203-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-5150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-5300.webp
RB-16V4000M73-000044;;260;HEX SCREW;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;000000000897;5305124003120;;;11;;11;0.03 KGM;0.03 KGM;M 10 X 40;;15, 23, 26, 380, 419, 500, 734, 815, 845, 1089, 1125, 1188, 1211, 1498;XS595010.00016;16V4000M73-0026-01.webp, 16V4000M73-0380-01.webp, 16V4000M73-0734-01.webp, 16V4000M73-1089-01.webp, 16V4000M73L-0015-01.webp, 16V4000M73L-0500-01.webp, 16V4000M73L-0845-01.webp, 16V4000M73L-1188-01.webp, 20V4000M93-0023-01.webp, 20V4000M93-0419-01.webp, 20V4000M93-0815-01.webp, 20V4000M93-1211-01.webp, 20V4000M93L-1125-01.webp, 20V4000M93L-1498-01.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73-11, 16VM73L-11, 20VM93-11, 20VM93L-11;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0026-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0380-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0734-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1089-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0015-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0500-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0845-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1188-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0023-01-240.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0419-01-240.webp
RB-12V4000M53-000291;;230;HEX SCREW;12V4000M53, 20V4000M93;12VM53, 20VM93;;000000000904;5305123800738;;;24;;24;0.075 KGM;0.075 KGM;M 12 X 80;;48, 52, 111, 403, 448, 466, 844, 1240;XS593020.00010;12V4000M53-0048-01.webp, 12V4000M53-0110-01.webp, 12V4000M53-0110-02.webp, 12V4000M53-0403-01.webp, 12V4000M53-0465-01.webp, 12V4000M53-0465-02.webp, 20V4000M93-0051-01.webp, 20V4000M93-0051-02.webp, 20V4000M93-0447-01.webp, 20V4000M93-0447-02.webp, 20V4000M93-0843-01.webp, 20V4000M93-0843-02.webp, 20V4000M93-1239-01.webp, 20V4000M93-1239-02.webp;12V4000M53, 20V4000M93;12VM53-24, 12VM53-80, 20VM93-24;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0048-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-01-440.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0403-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0465-01-440.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0051-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0447-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0843-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-1239-01-1100.webp
RB-16V4000M73-002473;;900;HEX SCREW;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;000000000905;;;;;;;0.044 KGM;0.044 KGM;M 12 X 40;;256, 294, 310, 648, 706, 742, 1003, 1087, 1102, 1357, 1419, 1423, 1498, 1799;X59420700008;16V4000M73-0294-01.webp, 16V4000M73-0648-01.webp, 16V4000M73-1003-01.webp, 16V4000M73-1357-01.webp, 16V4000M73L-0256-01.webp, 16V4000M73L-0742-01.webp, 16V4000M73L-1087-01.webp, 16V4000M73L-1423-01.webp, 20V4000M93-0310-01.webp, 20V4000M93-0706-01.webp, 20V4000M93-1102-01.webp, 20V4000M93-1498-01.webp, 20V4000M93L-1419-01.webp, 20V4000M93L-1799-01.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0294-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0648-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1003-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1357-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0256-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0742-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1087-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1423-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0310-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0706-01-900.webp
RB-12V4000M53-001259;;1600;HEX SCREW;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53, 16VM73, 16VM73L, 20VM93, 20VM93L;;000000000906;5305123439757;;;143;;143;0.05 KGM;0.05 KGM;M 10 X 80;;111, 123, 170, 173, 185, 195, 217, 219, 234, 236, 257, 477, 519, 525, 539, 573, 591, 596, 611, 632, 659, 703, 720, 831, 893, 915, 928, 941, 966, 987, 1004, 1028, 1048, 1065, 1186, 1222, 1248, 1283, 1284, 1297, 1311, 1320, 1344, 1346, 1383, 1385, 1401, 1424, 1599, 1674, 1726;XS594140.00040;12V4000M53-0170-01.webp, 12V4000M53-0525-01.webp, 16V4000M73-0123-01.webp, 16V4000M73-0185-01.webp, 16V4000M73-0219-01.webp, 16V4000M73-0257-01.webp, 16V4000M73-0477-01.webp, 16V4000M73-0539-01.webp, 16V4000M73-0573-01.webp, 16V4000M73-0611-01.webp, 16V4000M73-0831-01.webp, 16V4000M73-0893-01.webp, 16V4000M73-0928-01.webp, 16V4000M73-0966-01.webp, 16V4000M73-1186-01.webp, 16V4000M73-1248-01.webp, 16V4000M73-1283-01.webp, 16V4000M73-1320-01.webp, 16V4000M73L-0111-01.webp, 16V4000M73L-0173-01.webp, 16V4000M73L-0217-01.webp, 16V4000M73L-0234-01.webp, 16V4000M73L-0596-01.webp, 16V4000M73L-0659-01.webp, 16V4000M73L-0703-01.webp, 16V4000M73L-0720-01.webp, 16V4000M73L-0941-01.webp, 16V4000M73L-1004-01.webp, 16V4000M73L-1048-01.webp, 16V4000M73L-1065-01.webp, 16V4000M73L-1284-01.webp, 16V4000M73L-1344-01.webp, 16V4000M73L-1385-01.webp, 16V4000M73L-1401-01.webp, 20V4000M93-0123-01.webp, 20V4000M93-0195-01.webp, 20V4000M93-0236-01.webp, 20V4000M93-0519-01.webp, 20V4000M93-0591-01.webp, 20V4000M93-0632-01.webp, 20V4000M93-0915-01.webp, 20V4000M93-0987-01.webp, 20V4000M93-1028-01.webp, 20V4000M93-1311-01.webp, 20V4000M93-1383-01.webp, 20V4000M93-1424-01.webp, 20V4000M93L-1222-01.webp, 20V4000M93L-1297-01.webp, 20V4000M93L-1346-01.webp, 20V4000M93L-1599-01.webp, 20V4000M93L-1674-01.webp, 20V4000M93L-1726-01.webp;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53-143, 16VM73-83, 16VM73-143, 16VM73-183, 16VM73-202, 16VM73L-83, 16VM73L-143, 16VM73L-183, 16VM73L-200, 20VM93-83, 20VM93-143, 20VM93-183, 20VM93L-83, 20VM93L-143, 20VM93L-183;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0170-01-1600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0525-01-1600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0123-01-86.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0185-01-1150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0219-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0257-01-860.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0477-01-86.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0539-01-1150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0573-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0611-01-860.webp
