model,id,category,pn_final,pos_final,designation_final,source_page,fg_fgs_final,qa_revision_estado,qa_revision_accion
12V4000M70,1905146,missing_without_assets,25 0175311083,,IDENTIFICATION PLATE,769,511-10,pendiente,revisar
12V4000M70,1905146,missing_probably_merged,25 0175311083,,IDENTIFICATION PLATE,769,511-10,pendiente,revisar
12V4000M70,1905218,missing_with_empty_pn,,100 X,00E50201184 CONNECTING CABLE FOR GEARBOX MONITOR -W043 + -W043.1 / 10M 1 pc,784,511-10,pendiente,revisar
12V4000M70,1905218,missing_with_errors,,100 X,00E50201184 CONNECTING CABLE FOR GEARBOX MONITOR -W043 + -W043.1 / 10M 1 pc,784,511-10,pendiente,revisar
12V4000M70,1905218,missing_pending_revision,,100 X,00E50201184 CONNECTING CABLE FOR GEARBOX MONITOR -W043 + -W043.1 / 10M 1 pc,784,511-10,pendiente,revisar
12V4000M70,1905218,missing_without_assets,,100 X,00E50201184 CONNECTING CABLE FOR GEARBOX MONITOR -W043 + -W043.1 / 10M 1 pc,784,511-10,pendiente,revisar
12V4000M70,1905270,missing_with_errors,0175312583 0165315183 0175312283 0175312183 0175310083 0165319883 0175319883 0165315283 0175319783 0175312083 0005330370 0165315283 0005330170 910001003100 0015332731 0185310083 0175313183 0175311983 0175312783 0175310983,45 55 65 75 85 95 105 115 125 135 145 155 165 175 185 195 205 215 225 235,PROTECTIVE CA CONNECTOR BAYONET COUP SEPARABLE CO SEPARABLE CO FRAME MODULE TRANSPORT PR BAYONET COUP TRANSPORT PR SEPARABLE CO SCREW BAYONET COUP SCREW RIVET CAP TRANSPORT PR PROTECTIVE CA SEPARABLE CO PROTECTIVE CA CONNECTOR BAYONET COUP,796,511-10,pendiente,revisar
12V4000M70,1905270,missing_pending_revision,0175312583 0165315183 0175312283 0175312183 0175310083 0165319883 0175319883 0165315283 0175319783 0175312083 0005330370 0165315283 0005330170 910001003100 0015332731 0185310083 0175313183 0175311983 0175312783 0175310983,45 55 65 75 85 95 105 115 125 135 145 155 165 175 185 195 205 215 225 235,PROTECTIVE CA CONNECTOR BAYONET COUP SEPARABLE CO SEPARABLE CO FRAME MODULE TRANSPORT PR BAYONET COUP TRANSPORT PR SEPARABLE CO SCREW BAYONET COUP SCREW RIVET CAP TRANSPORT PR PROTECTIVE CA SEPARABLE CO PROTECTIVE CA CONNECTOR BAYONET COUP,796,511-10,pendiente,revisar
12V4000M70,1905270,missing_without_assets,0175312583 0165315183 0175312283 0175312183 0175310083 0165319883 0175319883 0165315283 0175319783 0175312083 0005330370 0165315283 0005330170 910001003100 0015332731 0185310083 0175313183 0175311983 0175312783 0175310983,45 55 65 75 85 95 105 115 125 135 145 155 165 175 185 195 205 215 225 235,PROTECTIVE CA CONNECTOR BAYONET COUP SEPARABLE CO SEPARABLE CO FRAME MODULE TRANSPORT PR BAYONET COUP TRANSPORT PR SEPARABLE CO SCREW BAYONET COUP SCREW RIVET CAP TRANSPORT PR PROTECTIVE CA SEPARABLE CO PROTECTIVE CA CONNECTOR BAYONET COUP,796,511-10,pendiente,revisar
12V4000M70,1905341,missing_with_errors,14 MTU Frie,© 20,drichshafen Gm,799,511-10,pendiente,revisar
12V4000M70,1905341,missing_pending_revision,14 MTU Frie,© 20,drichshafen Gm,799,511-10,pendiente,revisar
12V4000M70,1905341,missing_without_assets,14 MTU Frie,© 20,drichshafen Gm,799,511-10,pendiente,revisar
12V4000M70,1905342,missing_with_empty_pn,,210 X,00E50201023 FOIL FOR SCREEN 1,800,511-10,pendiente,revisar
12V4000M70,1905342,missing_with_errors,,210 X,00E50201023 FOIL FOR SCREEN 1,800,511-10,pendiente,revisar
12V4000M70,1905342,missing_pending_revision,,210 X,00E50201023 FOIL FOR SCREEN 1,800,511-10,pendiente,revisar
12V4000M70,1905342,missing_without_assets,,210 X,00E50201023 FOIL FOR SCREEN 1,800,511-10,pendiente,revisar
16V4000M61,1300328,missing_with_empty_pos,X00008369,,PISTON,56,037-05,ok,copia
16V4000M61,1300328,missing_with_errors,X00008369,,PISTON,56,037-05,ok,copia
16V4000M61,1300328,missing_pending_revision,X00008369,,PISTON,56,037-05,ok,copia
16V4000M61,1300608,missing_with_empty_pos,X00027853,,FUEL FILTER          W/WATER SEPARATOR,107,083-05,ok,copia
16V4000M61,1300608,missing_with_errors,X00027853,,FUEL FILTER          W/WATER SEPARATOR,107,083-05,ok,copia
16V4000M61,1300608,missing_pending_revision,X00027853,,FUEL FILTER          W/WATER SEPARATOR,107,083-05,ok,copia
16V4000M61,1300873,missing_with_empty_pos,700325015104,,CLAMP HALF TUBE 2/1  D9-15,150,124-05,ok,copia
16V4000M61,1300873,missing_with_errors,700325015104,,CLAMP HALF TUBE 2/1  D9-15,150,124-05,ok,copia
16V4000M61,1300873,missing_pending_revision,700325015104,,CLAMP HALF TUBE 2/1  D9-15,150,124-05,ok,copia
16V4000M61,1301064,missing_with_empty_pos,X00042648,,ROTOR,176,173-05,ok,copia
16V4000M61,1301064,missing_with_errors,X00042648,,ROTOR,176,173-05,ok,copia
16V4000M61,1301064,missing_pending_revision,X00042648,,ROTOR,176,173-05,ok,copia
16V4000M61,1301359,missing_with_errors,13251225,11,,218,200-00,pendiente,revisar
16V4000M61,1301359,missing_pending_revision,13251225,11,,218,200-00,pendiente,revisar
16V4000M61,1301651,missing_with_empty_pos,700429110000,,O-RING,260,207-05,ok,copia
16V4000M61,1301651,missing_with_errors,700429110000,,O-RING,260,207-05,ok,copia
16V4000M61,1301651,missing_pending_revision,700429110000,,O-RING,260,207-05,ok,copia
16V4000M61,1301651,missing_probably_merged,700429110000,,O-RING,260,207-05,ok,copia
16V4000M61,1301676,missing_with_empty_pos,700429110000,,O-RING,260,207-05,ok,copia
16V4000M61,1301676,missing_with_errors,700429110000,,O-RING,260,207-05,ok,copia
16V4000M61,1301676,missing_pending_revision,700429110000,,O-RING,260,207-05,ok,copia
16V4000M61,1301676,missing_probably_merged,700429110000,,O-RING,260,207-05,ok,copia
16V4000M61,1301775,missing_with_empty_pos,001237731,,,281,231-10,pendiente,revisar
16V4000M61,1301775,missing_with_errors,001237731,,,281,231-10,pendiente,revisar
16V4000M61,1301775,missing_pending_revision,001237731,,,281,231-10,pendiente,revisar
16V4000M61,1301979,missing_with_empty_pos,5045300897,,,332,507-10,ok,copia
16V4000M61,1301979,missing_with_errors,5045300897,,,332,507-10,ok,copia
16V4000M61,1301979,missing_pending_revision,5045300897,,,332,507-10,ok,copia
16V4000M61,1302308,missing_with_empty_pos,10 5275308412,,PLUG-IN BOARD PLATE PLATE,364,507-98,pendiente,revisar
16V4000M61,1302308,missing_with_errors,10 5275308412,,PLUG-IN BOARD PLATE PLATE,364,507-98,pendiente,revisar
16V4000M61,1302308,missing_pending_revision,10 5275308412,,PLUG-IN BOARD PLATE PLATE,364,507-98,pendiente,revisar
16V4000M61,1302328,missing_with_empty_pos,10 5275305512,,PLUG-IN BOARD PLATE SOFTWARE PLATE SOFTWARE,370,508-99,pendiente,revisar
16V4000M61,1302328,missing_with_errors,10 5275305512,,PLUG-IN BOARD PLATE SOFTWARE PLATE SOFTWARE,370,508-99,pendiente,revisar
16V4000M61,1302328,missing_pending_revision,10 5275305512,,PLUG-IN BOARD PLATE SOFTWARE PLATE SOFTWARE,370,508-99,pendiente,revisar
16V4000M61,1302388,missing_with_empty_pos,0095316480,,CABLE,380,508-99,ok,copia
16V4000M61,1302388,missing_with_errors,0095316480,,CABLE,380,508-99,ok,copia
16V4000M61,1302388,missing_pending_revision,0095316480,,CABLE,380,508-99,ok,copia
16V4000M61,1302388,missing_probably_merged,0095316480,,CABLE,380,508-99,ok,copia
16V4000M61,1302459,missing_with_empty_pos,5295309312,,/78,395,508-99,ok,copia
16V4000M61,1302459,missing_with_errors,5295309312,,/78,395,508-99,ok,copia
16V4000M61,1302459,missing_pending_revision,5295309312,,/78,395,508-99,ok,copia
16V4000M61,1302461,missing_with_empty_pos,009531648,,,396,508-99,pendiente,revisar
16V4000M61,1302461,missing_with_errors,009531648,,,396,508-99,pendiente,revisar
16V4000M61,1302461,missing_pending_revision,009531648,,,396,508-99,pendiente,revisar
16V4000M61,1302730,missing_with_empty_pos,5105304434,,CONNECTING CABLE    F/START-AIR PRESSUR,457,511-10,ok,copia
16V4000M61,1302730,missing_with_errors,5105304434,,CONNECTING CABLE    F/START-AIR PRESSUR,457,511-10,ok,copia
16V4000M61,1302730,missing_pending_revision,5105304434,,CONNECTING CABLE    F/START-AIR PRESSUR,457,511-10,ok,copia
16V4000M61,1302730,missing_probably_merged,5105304434,,CONNECTING CABLE    F/START-AIR PRESSUR,457,511-10,ok,copia
16V4000M61,1302768,missing_with_errors,90100110,5060,,465,511-10,pendiente,revisar
16V4000M61,1302768,missing_pending_revision,90100110,5060,,465,511-10,pendiente,revisar
16V4000M61,1303250,missing_with_empty_pos,X00008369,,PISTON,563,037-05,ok,copia
16V4000M61,1303250,missing_with_errors,X00008369,,PISTON,563,037-05,ok,copia
16V4000M61,1303250,missing_pending_revision,X00008369,,PISTON,563,037-05,ok,copia
16V4000M61,1303784,missing_with_empty_pos,700325015104,,CLAMP HALF TUBE 2/1  D9-15,654,124-05,ok,copia
16V4000M61,1303784,missing_with_errors,700325015104,,CLAMP HALF TUBE 2/1  D9-15,654,124-05,ok,copia
16V4000M61,1303784,missing_pending_revision,700325015104,,CLAMP HALF TUBE 2/1  D9-15,654,124-05,ok,copia
16V4000M61,1303975,missing_with_empty_pos,X00042648,,ROTOR,679,173-05,ok,copia
16V4000M61,1303975,missing_with_errors,X00042648,,ROTOR,679,173-05,ok,copia
16V4000M61,1303975,missing_pending_revision,X00042648,,ROTOR,679,173-05,ok,copia
16V4000M61,1304272,missing_with_errors,13251225,11,,720,200-00,pendiente,revisar
16V4000M61,1304272,missing_pending_revision,13251225,11,,720,200-00,pendiente,revisar
16V4000M61,1304563,missing_with_empty_pos,700429110000,,O-RING,760,207-05,ok,copia
16V4000M61,1304563,missing_with_errors,700429110000,,O-RING,760,207-05,ok,copia
16V4000M61,1304563,missing_pending_revision,700429110000,,O-RING,760,207-05,ok,copia
16V4000M61,1304563,missing_probably_merged,700429110000,,O-RING,760,207-05,ok,copia
16V4000M61,1304588,missing_with_empty_pos,700429110000,,O-RING,760,207-05,ok,copia
16V4000M61,1304588,missing_with_errors,700429110000,,O-RING,760,207-05,ok,copia
16V4000M61,1304588,missing_pending_revision,700429110000,,O-RING,760,207-05,ok,copia
16V4000M61,1304588,missing_probably_merged,700429110000,,O-RING,760,207-05,ok,copia
16V4000M61,1304687,missing_with_empty_pos,001237731,,,780,231-10,pendiente,revisar
16V4000M61,1304687,missing_with_errors,001237731,,,780,231-10,pendiente,revisar
16V4000M61,1304687,missing_pending_revision,001237731,,,780,231-10,pendiente,revisar
16V4000M61,1305079,missing_with_empty_pos,10 5275308412,,PLUG-IN BOARD PLATE PLATE,833,507-98,pendiente,revisar
16V4000M61,1305079,missing_with_errors,10 5275308412,,PLUG-IN BOARD PLATE PLATE,833,507-98,pendiente,revisar
16V4000M61,1305079,missing_pending_revision,10 5275308412,,PLUG-IN BOARD PLATE PLATE,833,507-98,pendiente,revisar
16V4000M61,1305099,missing_with_empty_pos,10 5275305512,,PLUG-IN BOARD PLATE SOFTWARE PLATE SOFTWARE,839,508-99,pendiente,revisar
16V4000M61,1305099,missing_with_errors,10 5275305512,,PLUG-IN BOARD PLATE SOFTWARE PLATE SOFTWARE,839,508-99,pendiente,revisar
16V4000M61,1305099,missing_pending_revision,10 5275305512,,PLUG-IN BOARD PLATE SOFTWARE PLATE SOFTWARE,839,508-99,pendiente,revisar
16V4000M73,1400161,missing_with_empty_pos,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400161,missing_with_errors,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400161,missing_pending_revision,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400161,missing_probably_merged,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400162,missing_with_empty_pos,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400162,missing_with_errors,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400162,missing_pending_revision,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400162,missing_probably_merged,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400217,missing_with_empty_pos,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400217,missing_with_errors,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400217,missing_pending_revision,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400217,missing_probably_merged,700325045100,,CLAMP HALF TUBE 1/2 D9-45,43,018-10,ok,copia
16V4000M73,1400293,missing_with_empty_pos,700429042004,,O-RING,47,018-10,ok,copia
16V4000M73,1400293,missing_with_errors,700429042004,,O-RING,47,018-10,ok,copia
16V4000M73,1400293,missing_pending_revision,700429042004,,O-RING,47,018-10,ok,copia
16V4000M73,1400293,missing_probably_merged,700429042004,,O-RING,47,018-10,ok,copia
16V4000M73,1400390,missing_with_empty_pos,15 5240336101,,CRANKSHAFT BEARING SIZE 2-3 Busine,64,031-10,pendiente,revisar
16V4000M73,1400390,missing_with_errors,15 5240336101,,CRANKSHAFT BEARING SIZE 2-3 Busine,64,031-10,pendiente,revisar
16V4000M73,1400390,missing_pending_revision,15 5240336101,,CRANKSHAFT BEARING SIZE 2-3 Busine,64,031-10,pendiente,revisar
16V4000M73,1400477,missing_with_errors,5240530930 5240530930,260 270,VALVE GUIDE VALVE GUIDE,81,041-05,pendiente,revisar
16V4000M73,1400477,missing_pending_revision,5240530930 5240530930,260 270,VALVE GUIDE VALVE GUIDE,81,041-05,pendiente,revisar
16V4000M73,1400481,missing_with_errors,CYLINDER HEAD W/VALVE 10 X52404100177 1 pc 46.588 kg EM GUIDES,66,,81,041-05,pendiente,revisar
16V4000M73,1400481,missing_pending_revision,CYLINDER HEAD W/VALVE 10 X52404100177 1 pc 46.588 kg EM GUIDES,66,,81,041-05,pendiente,revisar
16V4000M73,1400566,missing_with_errors,25 INJECTOR 16 pc 3.600 kg EM,86,,103,075-05,pendiente,revisar
16V4000M73,1400566,missing_pending_revision,25 INJECTOR 16 pc 3.600 kg EM,86,,103,075-05,pendiente,revisar
16V4000M73,1400870,missing_with_errors,10 X59510100008BEARING HOUSING ZR205 1 pc 15.600 kg,115,,140,101-01,pendiente,revisar
16V4000M73,1400870,missing_pending_revision,10 X59510100008BEARING HOUSING ZR205 1 pc 15.600 kg,115,,140,101-01,pendiente,revisar
16V4000M73,1400870,missing_probably_merged,10 X59510100008BEARING HOUSING ZR205 1 pc 15.600 kg,115,,140,101-01,pendiente,revisar
16V4000M73,1400871,missing_with_errors,190 X59610100101THRUST BEARING 1 pc 355.700 g,116,,140,101-01,pendiente,revisar
16V4000M73,1400871,missing_pending_revision,190 X59610100101THRUST BEARING 1 pc 355.700 g,116,,140,101-01,pendiente,revisar
16V4000M73,1400872,missing_with_errors,360 X59510100035COMPRESSOR HOUSING A/R=2.65CM 1 pc 46.700 kg EM,117,,140,101-01,pendiente,revisar
16V4000M73,1400872,missing_pending_revision,360 X59510100035COMPRESSOR HOUSING A/R=2.65CM 1 pc 46.700 kg EM,117,,140,101-01,pendiente,revisar
16V4000M73,1400940,missing_with_errors,10 X59510100008BEARING HOUSING ZR205 1 pc 15.600 kg,115,,147,101-01,pendiente,revisar
16V4000M73,1400940,missing_pending_revision,10 X59510100008BEARING HOUSING ZR205 1 pc 15.600 kg,115,,147,101-01,pendiente,revisar
16V4000M73,1400940,missing_probably_merged,10 X59510100008BEARING HOUSING ZR205 1 pc 15.600 kg,115,,147,101-01,pendiente,revisar
16V4000M73,1400941,missing_with_errors,190 X59610100101THRUST BEARING 1 pc 355.700 g,116,,147,101-01,pendiente,revisar
16V4000M73,1400941,missing_pending_revision,190 X59610100101THRUST BEARING 1 pc 355.700 g,116,,147,101-01,pendiente,revisar
16V4000M73,1400942,missing_with_errors,360 X59510100035COMPRESSOR HOUSING A/R=2.65CM 1 pc 46.700 kg EM,117,,147,101-01,pendiente,revisar
16V4000M73,1400942,missing_pending_revision,360 X59510100035COMPRESSOR HOUSING A/R=2.65CM 1 pc 46.700 kg EM,117,,147,101-01,pendiente,revisar
16V4000M73,1401027,missing_with_errors,10 XP52711400023 INTERCOOLER BR 4000 1 pc 440.000 kg EM EINSCHUBLADELUFTKUEHLER,124,,152,110-00,pendiente,revisar
16V4000M73,1401027,missing_pending_revision,10 XP52711400023 INTERCOOLER BR 4000 1 pc 440.000 kg EM EINSCHUBLADELUFTKUEHLER,124,,152,110-00,pendiente,revisar
16V4000M73,1401318,missing_with_errors,1800 X56912300043,135,ACTUATING CYLINDER HEX SCREW RETAINER SPACER WASHER HEX SCREW WASHER HEX SCREW CLEVIS ARTICULATED BEARING FOR FLAP CONTROL LEVER F/EXH FLAP CONTROL SCREW HEX SCREW NUT PIN SPRING,186,143-05,pendiente,revisar
16V4000M73,1401318,missing_pending_revision,1800 X56912300043,135,ACTUATING CYLINDER HEX SCREW RETAINER SPACER WASHER HEX SCREW WASHER HEX SCREW CLEVIS ARTICULATED BEARING FOR FLAP CONTROL LEVER F/EXH FLAP CONTROL SCREW HEX SCREW NUT PIN SPRING,186,143-05,pendiente,revisar
16V4000M73,1401429,missing_with_empty_pos,15 5281700102,,VALVE AIR STARTER SCREW-FITTING UNION FOR COMPRESSED AIR 49619 2015-08,200,173-10,pendiente,revisar
16V4000M73,1401429,missing_with_errors,15 5281700102,,VALVE AIR STARTER SCREW-FITTING UNION FOR COMPRESSED AIR 49619 2015-08,200,173-10,pendiente,revisar
16V4000M73,1401429,missing_pending_revision,15 5281700102,,VALVE AIR STARTER SCREW-FITTING UNION FOR COMPRESSED AIR 49619 2015-08,200,173-10,pendiente,revisar
16V4000M73,1401625,missing_with_errors,40 XP52600600001MAINTENANCE KIT BR 4000 1 pc 1.200 kg,179,,221,183-07,pendiente,revisar
16V4000M73,1401625,missing_pending_revision,40 XP52600600001MAINTENANCE KIT BR 4000 1 pc 1.200 kg,179,,221,183-07,pendiente,revisar
16V4000M73,1401693,missing_with_errors,10 XP52700600009 GASKET KIT BR 4000 1 pc 95.000 g,180,,224,183-07,pendiente,revisar
16V4000M73,1401693,missing_pending_revision,10 XP52700600009 GASKET KIT BR 4000 1 pc 95.000 g,180,,224,183-07,pendiente,revisar
16V4000M73,1401695,missing_with_errors,90104030,50,,225,183-07,pendiente,revisar
16V4000M73,1401695,missing_pending_revision,90104030,50,,225,183-07,pendiente,revisar
16V4000M73,1401695,missing_probably_merged,90104030,50,,225,183-07,pendiente,revisar
16V4000M73,1402134,missing_with_errors,12301525,15,155 1540 1420 0 1540 1340,269,202-65,pendiente,revisar
16V4000M73,1402134,missing_pending_revision,12301525,15,155 1540 1420 0 1540 1340,269,202-65,pendiente,revisar
16V4000M73,1402134,missing_probably_merged,12301525,15,155 1540 1420 0 1540 1340,269,202-65,pendiente,revisar
16V4000M73,1402213,missing_uncategorized,304017008088 HEX SCREW,910,,271,202-65,ok,importar
16V4000M73,1402214,missing_probably_merged,1000 700327008000 GROMMET,1000,,272,202-65,ok,importar
16V4000M73,1402215,missing_uncategorized,1010 000000004745 HEX SCREW,1010,,272,202-65,ok,importar
16V4000M73,1402216,missing_uncategorized,1020 X59420200083 VENT LINE,1020,,272,202-65,ok,importar
16V4000M73,1402218,missing_uncategorized,1060 700325012104 CLAMP HALF TUBE 2/1 D9-12,1060,,272,202-65,ok,importar
16V4000M73,1402219,missing_pending_revision,1000 700327008000 GROMMET,1070,,272,202-65,ok,copia
16V4000M73,1402220,missing_uncategorized,1080 304017008083 HEX SCREW,1080,,272,202-65,ok,importar
16V4000M73,1402221,missing_pending_revision,1060 700325012104 CLAMP HALF TUBE 2/1 D9-12,1100,,272,202-65,ok,copia
16V4000M73,1402221,missing_probably_merged,1060 700325012104 CLAMP HALF TUBE 2/1 D9-12,1100,,272,202-65,ok,copia
16V4000M73,1402222,missing_uncategorized,1110 700325012202 CLAMP HALF TUBE 2/1 G8-12,1110,,272,202-65,ok,importar
16V4000M73,1402223,missing_pending_revision,1000 700327008000 GROMMET,1120,,272,202-65,ok,copia
16V4000M73,1402224,missing_uncategorized,1140 007603014102 COPPER SEALING RING,1140,,272,202-65,ok,importar
16V4000M73,1402225,missing_probably_merged,1150 915006006000 UNION,1150,,272,202-65,ok,importar
16V4000M73,1402226,missing_pending_revision,1140 007603014102 COPPER SEALING RING,1170,,272,202-65,ok,copia
16V4000M73,1402227,missing_pending_revision,1150 915006006000 UNION,1180,,272,202-65,ok,copia
16V4000M73,1402228,missing_uncategorized,1190 X59520200052 VENT LINE,1190,,272,202-65,ok,importar
16V4000M73,1402230,missing_uncategorized,007349008002 WASHER,1220,,272,202-65,ok,importar
16V4000M73,1402231,missing_uncategorized,1230 304017008079 HEX SCREW,1230,,272,202-65,ok,importar
16V4000M73,1402232,missing_uncategorized,1240 700325012100 CLAMP HALF TUBE 1/1 D9-12,1240,,272,202-65,ok,importar
16V4000M73,1402233,missing_pending_revision,1000 700327008000 GROMMET,1250,,272,202-65,ok,copia
16V4000M73,1402234,missing_pending_revision,1080 304017008083 HEX SCREW,1260,,272,202-65,ok,copia
16V4000M73,1402235,missing_uncategorized,1270 X59420200022 VENT LINE,1270,,272,202-65,ok,importar
16V4000M73,1402236,missing_pending_revision,1240 700325012100 CLAMP HALF TUBE 1/1 D9-12,1290,,272,202-65,ok,copia
16V4000M73,1402237,missing_pending_revision,1000 700327008000 GROMMET,1300,,272,202-65,ok,copia
16V4000M73,1402239,missing_uncategorized,1320 304017008081 HEX SCREW,1320,,272,202-65,ok,importar
16V4000M73,1402240,missing_uncategorized,1330 304017008086 HEX SCREW,1330,,272,202-65,ok,importar
16V4000M73,1402241,missing_uncategorized,1340 X52620200097 VENT LINE,1340,,272,202-65,ok,importar
16V4000M73,1402242,missing_uncategorized,1350 X59499100091 RETAINER,1350,,272,202-65,ok,importar
16V4000M73,1402243,missing_uncategorized,1360 000000003020 HEX SCREW,1360,,272,202-65,ok,importar
16V4000M73,1402244,missing_pending_revision,1240 700325012100 CLAMP HALF TUBE 1/1 D9-12,1370,,272,202-65,ok,copia
16V4000M73,1402245,missing_pending_revision,1000 700327008000 GROMMET,1380,,272,202-65,ok,copia
16V4000M73,1402246,missing_uncategorized,1390 304017008085 HEX SCREW,1390,,272,202-65,ok,importar
16V4000M73,1402247,missing_pending_revision,007349008002 WASHER,1395,,272,202-65,ok,copia
16V4000M73,1402248,missing_uncategorized,1397 304032008014 NUT HEX 8 A3C,1397,,272,202-65,ok,importar
16V4000M73,1402249,missing_pending_revision,1140 007603014102 COPPER SEALING RING,1410,,272,202-65,ok,copia
16V4000M73,1402250,missing_uncategorized,1420 915013008002 SCREW NECK,1420,,272,202-65,ok,importar
16V4000M73,1402251,missing_uncategorized,1430 X52820200068 VENT LINE,1430,,272,202-65,ok,importar
16V4000M73,1402252,missing_probably_merged,1450 X52899100028 NIPPLE,1450,,272,202-65,ok,importar
16V4000M73,1402253,missing_pending_revision,1140 007603014102 COPPER SEALING RING,1470,,272,202-65,ok,copia
16V4000M73,1402254,missing_pending_revision,1150 915006006000 UNION,1480,,272,202-65,ok,copia
16V4000M73,1402255,missing_uncategorized,1490 700160000006 ELBOW 90 DEG KR 6,1490,,272,202-65,ok,importar
16V4000M73,1402256,missing_uncategorized,1500 735038006103 HOSE,1500,,272,202-65,ok,importar
16V4000M73,1402257,missing_uncategorized,1520 X59520200131 VENT LINE TO DISTRIBUTOR PCE,1520,,272,202-65,ok,importar
16V4000M73,1402258,missing_uncategorized,1522 915005008001 CONE SEALING 10,1522,,272,202-65,ok,importar
16V4000M73,1402259,missing_uncategorized,1525 915001008003 NUT,1525,,272,202-65,ok,importar
16V4000M73,1402260,missing_uncategorized,1540 700325015100 CLAMP HALF TUBE 1/1 D9-15,1540,,272,202-65,ok,importar
16V4000M73,1402261,missing_uncategorized,1550 700327010000 GROMMET,1550,,272,202-65,ok,importar
16V4000M73,1402268,missing_uncategorized,1560 304017008084 HEX SCREW,1560,,273,202-65,ok,importar
16V4000M73,1402269,missing_uncategorized,1580 700325015100 CLAMP HALF TUBE 1/1 D9-15,1580,,273,202-65,ok,importar
16V4000M73,1402270,missing_uncategorized,1590 700325015200 CLAMP HALF TUBE 1/1 G8-15,1590,,273,202-65,ok,importar
16V4000M73,1402271,missing_probably_merged,1600 700327010000 GROMMET,1600,,273,202-65,ok,importar
16V4000M73,1402272,missing_probably_merged,1650 X59420200017 VENT LINE,1650,,273,202-65,ok,importar
16V4000M73,1402273,missing_uncategorized,1660 X59420200018 VENT LINE,1660,,273,202-65,ok,importar
16V4000M73,1402274,missing_uncategorized,1670 700325012104 CLAMP HALF TUBE 2/1 D9-12,1670,,273,202-65,ok,importar
16V4000M73,1402275,missing_uncategorized,1680 700327008000 GROMMET,1680,,273,202-65,ok,importar
16V4000M73,1402276,missing_uncategorized,1690 304017008086 HEX SCREW,1690,,273,202-65,ok,importar
16V4000M73,1402277,missing_uncategorized,1710 700325012100 CLAMP HALF TUBE 1/1 D9-12,1710,,273,202-65,ok,importar
16V4000M73,1402278,missing_pending_revision,1680 700327008000 GROMMET,1720,,273,202-65,ok,copia
16V4000M73,1402279,missing_uncategorized,1730 204017008032 HEX SCREW,1730,,273,202-65,ok,importar
16V4000M73,1402280,missing_uncategorized,1740 007349008002 WASHER,1740,,273,202-65,ok,importar
16V4000M73,1402281,missing_uncategorized,1750 304032008014 NUT HEX 8 A3C,1750,,273,202-65,ok,importar
16V4000M73,1402282,missing_uncategorized,1760 X59520200053 VENT LINE,1760,,273,202-65,ok,importar
16V4000M73,1402283,missing_uncategorized,1770 X59520200054 VENT LINE,1770,,273,202-65,ok,importar
16V4000M73,1402284,missing_uncategorized,1772 700325015104 CLAMP HALF TUBE 2/1 D9-15,1772,,273,202-65,ok,importar
16V4000M73,1402285,missing_pending_revision,1600 700327010000 GROMMET,1773,,273,202-65,ok,copia
16V4000M73,1402286,missing_pending_revision,1690 304017008086 HEX SCREW,1774,,273,202-65,ok,copia
16V4000M73,1402287,missing_pending_revision,1740 007349008002 WASHER,1775,,273,202-65,ok,copia
16V4000M73,1402288,missing_pending_revision,1750 304032008014 NUT HEX 8 A3C,1776,,273,202-65,ok,copia
16V4000M73,1402289,missing_pending_revision,1772 700325015104 CLAMP HALF TUBE 2/1 D9-15,1790,,273,202-65,ok,copia
16V4000M73,1402290,missing_pending_revision,1600 700327010000 GROMMET,1800,,273,202-65,ok,copia
16V4000M73,1402291,missing_pending_revision,1772 700325015104 CLAMP HALF TUBE 2/1 D9-15,1850,,273,202-65,ok,copia
16V4000M73,1402292,missing_pending_revision,1600 700327010000 GROMMET,1860,,273,202-65,ok,copia
16V4000M73,1402293,missing_uncategorized,1870 304017008089 HEX SCREW,1870,,273,202-65,ok,importar
16V4000M73,1402295,missing_uncategorized,1900 007603030101 COPPER SEALING RING,1900,,273,202-65,ok,importar
16V4000M73,1402297,missing_uncategorized,1920 007603022102 COPPER SEALING RING,1920,,273,202-65,ok,importar
16V4000M73,1402298,missing_uncategorized,1930 915007013000 CONNECTOR 13/8,1930,,273,202-65,ok,importar
16V4000M73,1402299,missing_uncategorized,1940 X52620200087 VENT LINE,1940,,273,202-65,ok,importar
