sku;pn_final;PART NO.;engine;model_type;fg_code;fg_description;fg_code_description;exp_categorias;exp_imagenes;designation_final;DESIGNATION;sust_hierarchie;hierarchie_final;sust_new_part_number;new_pn_final;sust_superseded_list;subst_pnlist_final;measurement_final;weight_final;synthetic_source;data_quality;synthetic_parent_id;synthetic_parent_pn;synthetic_parent_engine;synthetic_child_id;synthetic_child_pn;synthetic_child_engine;dedupe_trace;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
700160001040;700160001040;700160001040;12V4000M53;12VM53;205;COOLANT COOLER ATTACHING H/WARE;205 COOLANT COOLER ATTACHING H/WARE;12VM53-205;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0259-01-500.webp;ELBOW;ELBOW;New;New;700160001040;700160001040;700160001940;700160001940;KR 40-B-MW;0.778 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002153;259;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700209010208;700209010208;700209010208;12V4000M40A;12VM40A;14;OIL PAN;14 OIL PAN;12VM40A-14;;STRESS BOLT;STRESS BOLT;New;New;;;;;B M 10 X 90;0.047 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000059;20;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700222008000;700222008000;700222008000;16V4000M73L;16VM73L;;;;;;BANJO UNION;BANJO UNION;New;New;;;;;10;0.042 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73L;RB-16V4000M73L-007941;1124;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700223004000;700223004000;700223004000;12V4000M40A;12VM40A;81;FUEL PIPEWORK BEFORE DELIVERY PUMP;81 FUEL PIPEWORK BEFORE DELIVERY PUMP;12VM40A-81;;BANJO SCREW;BANJO SCREW;New;New;;;;;A 6;0.03 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000613;105;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700223006000;700223006000;700223006000;12V4000M40A;12VM40A;181;LUBE OIL PUMP AND DRIVE;181 LUBE OIL PUMP AND DRIVE;12VM40A-181;;BOLT BANJO A8 S2000/4000;BOLT BANJO A8 S2000/4000;New;New;;;;;A 8;0.039 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001166;195;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700223006002;700223006002;700223006002;12V4000M70;12VM70;35;;35;12VM70-35;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0065-01-130.webp;BOLT BANJO A8;BOLT BANJO A8;New;New;;;;;A 8;0.04 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-000328;65;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700223010000;700223010000;700223010000;12V4000M40A;12VM40A;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM40A-202;;BOLT BANJO A12;BOLT BANJO A12;New;New;;;;;A 12;0.064 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001608;246;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700223013000;700223013000;700223013000;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0139-02-590.webp;BOLT BANJO A15;BOLT BANJO A15;New;New;;;;;A 15;0.103 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000914;140;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700223016000;700223016000;700223016000;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-840.webp;BOLT BANJO A18;BOLT BANJO A18;New;New;;;;;A 18;0.152 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000699;108;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700223020000;700223020000;700223020000;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;;BOLT BANJO A20;BOLT BANJO A20;New;New;;;;;A 22;0.209 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002027;243;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700292008400;700292008400;700292008400;12V4000M40A;12VM40A;;;;;;WASHER TAB LOCKING 8.4 ST52-3 03;WASHER TAB LOCKING 8.4 ST52-3 03;New;New;700292008400;700292008400;28369940032/0, 000463008400, 000463008402;28369940032/0, 000463008400, 000463008402;8,4;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000713;122;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325010100;700325010100;700325010100;12V4000M40A;12VM40A;86;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;12VM40A-86;;CLAMP HALF TUBE;CLAMP HALF TUBE;New;New;700325010100;700325010100;11.44086-0055;11.44086-0055;1/1 D 9 - 10;0.023 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000659;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325010103;700325010103;700325010103;12V4000M40A;12VM40A;86;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;12VM40A-86;;CLAMP HALF TUBE 2/1 D9-10;CLAMP HALF TUBE 2/1 D9-10;New;New;700325010103;700325010103;11.44086-0077;11.44086-0077;2/1 D 9 - 10;0.033 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000662;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325010105;700325010105;700325010105;16V4000M73;16VM73;87;LEAK-OFF FUEL MONITORING;87 LEAK-OFF FUEL MONITORING;16VM73-87;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0134-01-120.webp;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;3/2 D 9 - 10;0.057 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000838;135;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325010200;700325010200;700325010200;12V4000M40A;12VM40A;86;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;12VM40A-86;;CLAMP HALF TUBE 1/1 G8-10;CLAMP HALF TUBE 1/1 G8-10;New;New;700325010200;700325010200;23540133;23540133;1/1 G 8 - 10;0.026 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000660;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325010202;700325010202;700325010202;12V4000M40A;12VM40A;86;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;12VM40A-86;;CLAMP HALF TUBE 2/1 G8-10;CLAMP HALF TUBE 2/1 G8-10;New;New;;;;;2/1 G 8 - 10;0.033 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000663;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325010203;700325010203;700325010203;16V4000M73;16VM73;87;LEAK-OFF FUEL MONITORING;87 LEAK-OFF FUEL MONITORING;16VM73-87;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0134-01-110.webp;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;3/2 G 8 - 10;0.06 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000837;135;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325012100;700325012100;700325012100;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;CLAMP HALF TUBE 1/1 D9-12;CLAMP HALF TUBE 1/1 D9-12;New;New;;;;;1/1 D 9 - 12;0.025 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000524;98;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325012104;700325012104;700325012104;12V4000M40A;12VM40A;128;CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;128 CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;12VM40A-128;;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;700325012104;700325012104;23540137;23540137;2/1 D 9 - 12;0.034 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000887;152;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325012111;700325012111;700325012111;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;;CLAMP HALF TUBE 1/1 D11-12;CLAMP HALF TUBE 1/1 D11-12;New;New;700325012111;700325012111;5909952468, 135M19026/1;5909952468, 135M19026/1;1/1 D11 - 12;0.022 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001845;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325012200;700325012200;700325012200;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;CLAMP HALF TUBE 1/1 G8-12;CLAMP HALF TUBE 1/1 G8-12;New;New;700325012200;700325012200;23540134;23540134;1/1 G 8 - 12;0.026 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000525;98;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325012202;700325012202;700325012202;12V4000M40A;12VM40A;128;CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;128 CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;12VM40A-128;;CLAMP HALF TUBE 2/1 G8-12;CLAMP HALF TUBE 2/1 G8-12;New;New;700325012202;700325012202;23540141;23540141;2/1 G 8 - 12;0.035 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000888;152;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325015100;700325015100;700325015100;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;CLAMP HALF TUBE 1/1 D9-15;CLAMP HALF TUBE 1/1 D9-15;New;New;700325015100;700325015100;135D06014/1;135D06014/1;1/1 D 9 - 15;0.034 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000515;98;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325015104;700325015104;700325015104;12V4000M40A;12VM40A;124;AIR SUPPLY TO CYLINDERS;124 AIR SUPPLY TO CYLINDERS;12VM40A-124;;CLAMP HALF TUBE 2/1 D9-15;CLAMP HALF TUBE 2/1 D9-15;New;New;700325015104;700325015104;X52799100113;X52799100113;2/1 D 9 - 15;0.047 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000850;144;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325015108;700325015108;700325015108;16V4000M73;16VM73;180;LUBRICATING OIL SYSTEM;180 LUBRICATING OIL SYSTEM;16VM73-180;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0204-01-3100.webp;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;3/2 D 9 - 15;0.076 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-001482;205;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325015110;700325015110;700325015110;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;;CLAMP HALF TUBE 1/1 D11-15;CLAMP HALF TUBE 1/1 D11-15;New;New;700325015110;700325015110;5909953268, 135M19027/1, 5849954868;5909953268, 135M19027/1, 5849954868;1/1 D11 - 15;0.031 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001854;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325015200;700325015200;700325015200;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;CLAMP HALF TUBE 1/1 G8-15;CLAMP HALF TUBE 1/1 G8-15;New;New;700325015200;700325015200;23540135;23540135;1/1 G 8 - 15;0.035 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000539;98;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325015202;700325015202;700325015202;12V4000M40A;12VM40A;124;AIR SUPPLY TO CYLINDERS;124 AIR SUPPLY TO CYLINDERS;12VM40A-124;;CLAMP HALF TUBE 2/1 G8-15;CLAMP HALF TUBE 2/1 G8-15;New;New;700325015202;700325015202;23540142;23540142;2/1 G 8 - 15;0.048 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000851;144;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325018100;700325018100;700325018100;12V4000M40A;12VM40A;185;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;12VM40A-185;;CLAMP HALF TUBE 1/1 D9-18;CLAMP HALF TUBE 1/1 D9-18;New;New;700325018100;700325018100;23540126;23540126;1/1 D 9 - 18;0.04 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001293;213;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325018102;700325018102;700325018102;12V4000M40A;12VM40A;189;OIL REPLENISHMENT PUMP;189 OIL REPLENISHMENT PUMP;12VM40A-189;;CLAMP HALF TUBE 1/2 D9-18;CLAMP HALF TUBE 1/2 D9-18;New;New;;;;;1/2 D 9 - 18;0.056 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001379;224;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325018104;700325018104;700325018104;12V4000M70;12VM70;128;;128;12VM70-128;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0177-02-185.webp;CLAMP HALF TUBE 2/1 D9-18;CLAMP HALF TUBE 2/1 D9-18;New;New;700325018104;700325018104;23540139;23540139;2/1 D 9 - 18;0.056 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-001149;178;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325018114;700325018114;700325018114;20V4000M93;20VM93;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;20VM93-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-6300.webp;PIPE HALF-CLAMP;PIPE HALF-CLAMP;New;New;;;;;1/1 D 9 - 18;0.04 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-000266;42;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325018200;700325018200;700325018200;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-416.webp;CLAMP HALF TUBE 1/1 G8-18;CLAMP HALF TUBE 1/1 G8-18;New;New;;;;;1/1 G 8 - 18;0.041 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000657;108;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325018202;700325018202;700325018202;16V4000M73;16VM73;185;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;16VM73-185;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0234-01-2550.webp;CLAMP HALF TUBE 2/1 G8-18;CLAMP HALF TUBE 2/1 G8-18;New;New;;;;;2/1 G 8 - 18;0.056 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-001788;235;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325022100;700325022100;700325022100;12V4000M40A;12VM40A;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;12VM40A-77;;CLAMP HALF TUBE 1/1 D9-22;CLAMP HALF TUBE 1/1 D9-22;New;New;700325022100;700325022100;124M82008/1, 112M82005/1, 114M47006/1;124M82008/1, 112M82005/1, 114M47006/1;1/1 D 9 - 22;0.048 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000472;92;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325022102;700325022102;700325022102;12V4000M40A;12VM40A;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM40A-202;;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;1/2 D 9 - 22;0.064 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001583;244;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325022104;700325022104;700325022104;12V4000M40A;12VM40A;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;12VM40A-77;;CLAMP HALF TUBE 2/1 D9-22;CLAMP HALF TUBE 2/1 D9-22;New;New;700325022104;700325022104;23540140;23540140;2/1 D 9 - 22;0.069 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000475;92;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325022114;700325022114;700325022114;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;CLAMP HALF TUBE 1/1 D11-22;CLAMP HALF TUBE 1/1 D11-22;New;New;700325022114;700325022114;5909954268, 132M19002/1, 135M19028/1, 5909958186;5909954268, 132M19002/1, 135M19028/1, 5909958186;1/1 D11 - 22;0.044 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000506;97;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325022200;700325022200;700325022200;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;CLAMP HALF TUBE 1/1 G8-22;CLAMP HALF TUBE 1/1 G8-22;New;New;;;;;1/1 G 8 - 22;0.048 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000498;97;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325022201;700325022201;700325022201;12V4000M40A;12VM40A;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM40A-202;;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;1/2 G 8 - 22;0.067 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001584;244;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325022203;700325022203;700325022203;12V4000M40A;12VM40A;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;12VM40A-77;;CLAMP HALF TUBE 2/1 G8-22;CLAMP HALF TUBE 2/1 G8-22;New;New;700325022203;700325022203;23540143;23540143;2/1 G 8 - 22;0.07 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000476;92;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325028100;700325028100;700325028100;12V4000M40A;12VM40A;81;FUEL PIPEWORK BEFORE DELIVERY PUMP;81 FUEL PIPEWORK BEFORE DELIVERY PUMP;12VM40A-81;;CLAMP HALF TUBE 1/1 D9-28;CLAMP HALF TUBE 1/1 D9-28;New;New;700325028100;700325028100;23540128;23540128;1/1 D 9 - 28;0.056 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000570;105;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325028101;700325028101;700325028101;12V4000M40A;12VM40A;14;OIL PAN;14 OIL PAN;12VM40A-14;;CLAMP HALF TUBE 1/2 D9-28;CLAMP HALF TUBE 1/2 D9-28;New;New;;;;;1/2 D 9 - 28;0.075 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000087;22;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325028102;700325028102;700325028102;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;700325028102;700325028102;5069950668;5069950668;2/1 D 9 - 28;0.08 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002030;243;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325028105;700325028105;700325028105;12V4000M53;12VM53;208;COOLANT EXPANSION TANK;208 COOLANT EXPANSION TANK;12VM53-208;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0276-01-300.webp;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;700325028105;700325028105;135M19025/1, 5509950668;135M19025/1, 5509950668;1/1 D11 - 28;0.052 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002272;276;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325028200;700325028200;700325028200;12V4000M40A;12VM40A;81;FUEL PIPEWORK BEFORE DELIVERY PUMP;81 FUEL PIPEWORK BEFORE DELIVERY PUMP;12VM40A-81;;CLAMP HALF TUBE 1/1 G8-28;CLAMP HALF TUBE 1/1 G8-28;New;New;;;;;1/1 G 8 - 28;0.057 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000569;105;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
