sku;pn_final;PART NO.;engine;model_type;fg_code;fg_description;fg_code_description;exp_categorias;exp_imagenes;designation_final;DESIGNATION;sust_hierarchie;hierarchie_final;sust_new_part_number;new_pn_final;sust_superseded_list;subst_pnlist_final;measurement_final;weight_final;synthetic_source;data_quality;synthetic_parent_id;synthetic_parent_pn;synthetic_parent_engine;synthetic_child_id;synthetic_child_pn;synthetic_child_engine;dedupe_trace;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
000934020000;000934020000;000934020000;12V4000M40A;12VM40A;231;ENGINE MOUNTING;231 ENGINE MOUNTING;12VM40A-231;;NUT HEX;NUT HEX;New;New;000934020000;000934020000;304032020001;304032020001;M 20;0.052 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001944;295;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000934020002;000934020002;000934020002;20V4000M93L;20VM93L;230;;230;20VM93L-230;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1431-01-175.webp;HEX NUT;HEX NUT;New;New;;;;;M 20 X 1,5;0.054 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93L;RB-20V4000M93L-002982;1431;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000934022001;000934022001;000934022001;16V4000M73L;16VM73L;250;;250;16VM73L-250;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg;NUT HEX 10;NUT HEX 10;New;New;000934022001;000934022001;074305022202, 000934022002;074305022202, 000934022002;M 22 X 1,5;0.065 KGM;orphan_superseded_new;unknown_new_from_superseded;;;;RB-16V4000M73L-007906;000934022002;16V4000M73L;;import;synthetic_new_from_orphan_superseded;true;1;16V4000M73L;RB-16V4000M73L-007906;1119;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
000934027004;000934027004;000934027004;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0291-01-70.webp;HEX NUT;HEX NUT;New;New;;;;;M 27 X 2;0.141 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002368;291;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000939008109;000939008109;000939008109;20V4000M93;20VM93;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;20VM93-77;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0105-01-460.webp;STUD;STUD;New;New;;;;;M 8 X 55;0.022 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-000574;105;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000939010009;000939010009;000939010009;16V4000M73;16VM73;125;AIR ROUTING BETWEEN TURBOCHARGER AND CHARGE-AIR COOLER;125 AIR ROUTING BETWEEN TURBOCHARGER AND CHARGE-AIR COOLER;16VM73-125;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0175-01-500.webp;STUD;STUD;New;New;000939010009;000939010009;06.06225-0808, 000939010047;06.06225-0808, 000939010047;M 10 X 30;0.02 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-001180;175;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000939010115;000939010115;000939010115;12V4000M53;12VM53;143;CARRIER HOUSING;143 CARRIER HOUSING;12VM53-143;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0170-01-950.webp;STUD;STUD;New;New;000939010115;000939010115;000939010092;000939010092;M 10 X 45;0.03 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001250;170;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000939012023;000939012023;000939012023;12V4000M40A;12VM40A;24;GEARCASE, AUX PTO END;24 GEARCASE, AUX PTO END;12VM40A-24;;STUD;STUD;New;New;000939012023;000939012023;06.06225-0908;06.06225-0908;M 12 X 30;0.033 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000178;36;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000939012031;000939012031;000939012031;12V4000M53;12VM53;111;CHARGE AIR COOLING, GENERAL, LEFT SIDE;111 CHARGE AIR COOLING, GENERAL, LEFT SIDE;12VM53-111;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0138-01-1000.webp;STUD;STUD;New;New;;;;;M 12 X 45;0.044 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000992;138;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000939012061;000939012061;000939012061;12V4000M53;12VM53;180;LUBRICATING OIL SYSTEM;180 LUBRICATING OIL SYSTEM;12VM53-180;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0184-01-500.webp;STUD;STUD;New;New;;;;;M 12 X 40;0.04 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001337;184;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000939012098;000939012098;000939012098;20V4000M93;20VM93;;;;;;STUD;STUD;New;New;000939012098;000939012098;000939012041;000939012041;M 12 X 35;0.036 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-001832;237;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000960022020;000960022020;000960022020;16V4000M73L;16VM73L;250;;250;16VM73L-250;;HEX SCREW;HEX SCREW;New;New;;;;;M 22 X 1,5 X 80;0.315 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73L;RB-16V4000M73L-007905;1119;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000988008020;000988008020;000988008020;12V4000M40A;12VM40A;16;END HOUSING, DRIVING END AND FREE END;16 END HOUSING, DRIVING END AND FREE END;12VM40A-16;;WASHER ADJUSTING;WASHER ADJUSTING;New;New;;;;;8 X 14 X 0,3;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000105;26;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001474006000;001474006000;001474006000;12V4000M40A;12VM40A;;;;;;SLOT SPR. STRGHT PIN;SLOT SPR. STRGHT PIN;New;New;;;;;6 X 12;0.003 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000395;76;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001476001004;001476001004;001476001004;12V4000M40A;12VM40A;;;;;;PIN GROOVED;PIN GROOVED;New;New;;;;;A 1,4X 4;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001150;192;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001476003017;001476003017;001476003017;12V4000M40A;12VM40A;;;;;;PIN GROOVED;PIN GROOVED;New;New;;;;;A 3 X 8;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000702;121;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001476005001;001476005001;001476005001;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0139-01-280.webp;GROOVED PIN;GROOVED PIN;New;New;;;;;A 5 X 10;0.002 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000887;140;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001481002017;001481002017;001481002017;12V4000M40A;12VM40A;;;;;;PIN SPRING;PIN SPRING;New;New;001481002017;001481002017;001481002001;001481002001;2 X 8 - N;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000397;76;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001481004000;001481004000;001481004000;12V4000M40A;12VM40A;;;;;;PIN SPRING;PIN SPRING;New;New;001481004000;001481004000;06.22120-0710;06.22120-0710;4 X 10 - N;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000721;123;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001481004029;001481004029;001481004029;20V4000M93L;20VM93L;142;;142;20VM93L-142;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1292-01-2685.webp;SPRING PIN;SPRING PIN;New;New;001481004029;001481004029;007346004004;007346004004;4 X 6 - N;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93L;RB-20V4000M93L-001468;1294;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001481005004;001481005004;001481005004;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0151-01-1550.webp;SPRING PIN;SPRING PIN;New;New;001481005004;001481005004;06.22120-0914;06.22120-0914;5 X 28 - N;0.002 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001115;152;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001481005014;001481005014;001481005014;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0047-01-80.webp;SPRING PIN;SPRING PIN;New;New;;;;;5 X 50 - N;0.005 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000287;47;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001481005017;001481005017;001481005017;12V4000M40A;12VM40A;;;;;;PIN SPRING;PIN SPRING;New;New;;;;;5 X 16 - N;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000319;58;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001481005030;001481005030;001481005030;12V4000M40A;12VM40A;144;EXHAUST FLOW CONTROL FLAP WITH CONTROLS;144 EXHAUST FLOW CONTROL FLAP WITH CONTROLS;12VM40A-144;;PIN SPRING;PIN SPRING;New;New;;;;;5 X 24 - N;0.002 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000953;160;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
001481006004;001481006004;001481006004;12V4000M40A;12VM40A;32;CRANKSHAFT, PTO ON DRIVING END;32 CRANKSHAFT, PTO ON DRIVING END;12VM40A-32;;PIN SPRING;PIN SPRING;New;New;;;;;6 X 20 - N;0.003 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000272;48;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
002093016100;002093016100;002093016100;12V4000M40A;12VM40A;;;;;;DISC SPRING;DISC SPRING;New;New;;;;;A 16;0.002 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000712;122;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
002093031103;002093031103;002093031103;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0125-01-190.webp;DISHED WASHER;DISHED WASHER;New;New;;;;;A 31,5;0.007 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000756;125;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
002098001022;002098001022;002098001022;12V4000M40A;12VM40A;;;;;;PRESSURE SPRING;PRESSURE SPRING;New;New;;;;;1,25X 10 X 44,5;0.003 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001218;200;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
002353018002;002353018002;002353018002;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0220-01-630.webp;UNION;UNION;New;New;;;;;DL 18;0.14 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-001656;222;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
002642050000;002642050000;002642050000;12V4000M40A;12VM40A;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM40A-200;;FLANGE;FLANGE;New;New;;;;;F 50 X 57;2.12 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001506;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
002642125100;002642125100;002642125100;12V4000M40A;12VM40A;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM40A-200;;FLANGE;FLANGE;New;New;;;;;F125 X133;4.4 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001522;239;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
002642150100;002642150100;002642150100;16V4000M73;16VM73;301;GENERAL ACCESSORIES;301 GENERAL ACCESSORIES;16VM73-301;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0315-01-20.webp;FLANGE;FLANGE;New;New;;;;;F150 X159;5.6 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-002614;315;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
3579973082;3579973082;3579973082;20V4000M93;20VM93;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;20VM93-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-4500.webp;INTAKE HOSE;INTAKE HOSE;New;New;;;;;25 X 450;0.24 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-000236;41;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
3749970052;3749970052;3749970052;20V4000M93;20VM93;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;20VM93-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-4200.webp;HOSE BREATHER;HOSE BREATHER;New;New;;;;;25 X 580;0.31 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-000230;41;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
4439975082;4439975082;4439975082;20V4000M93;20VM93;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;20VM93-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-1110.webp;INTAKE HOSE;INTAKE HOSE;New;New;;;;;25 X 220;0.128 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-000177;40;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005300226;5005300226;5005300226;12V4000M40A;12VM40A;;;;;;RESISTOR W/CONNECT HARDWARE;RESISTOR W/CONNECT HARDWARE;New;New;;;;;L=110MM LANG,;;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002394;358;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005300326;5005300326;5005300326;12V4000M40A;12VM40A;;;;;;DIODE W/CONNECT HARDWARE;DIODE W/CONNECT HARDWARE;New;New;;;;;L=600MM, 3X2, 5QMM, ROT,;0.061 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002395;358;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005309236;5005309236;5005309236;12V4000M40A;12VM40A;189;OIL REPLENISHMENT PUMP;189 OIL REPLENISHMENT PUMP;12VM40A-189;;CABLE W/MALE CONNECTOR;CABLE W/MALE CONNECTOR;New;New;;;;;L;0.074 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001405;225;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005310289;5005310289;5005310289;12V4000M40A;12VM40A;508;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;12VM40A-508;;AUDIBLE ALARM;AUDIBLE ALARM;New;New;;;;;24VDC/25MA;0.697 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002683;396;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005310482;5005310482;5005310482;12V4000M40A;12VM40A;500;MONITORING AND CONTROL SYSTEM, GENERAL ELECTRICAL EQUIPMENT;500 MONITORING AND CONTROL SYSTEM, GENERAL ELECTRICAL EQUIPMENT;12VM40A-500;;INSTALLATION MATRL FOR MONITOR SYSTEM;INSTALLATION MATRL FOR MONITOR SYSTEM;New;New;;;;;;0.052 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002068;321;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005310582;5005310582;5005310582;12V4000M40A;12VM40A;;;;;;INSTALLATION MATRL FOR MONITOR SYSTEM;INSTALLATION MATRL FOR MONITOR SYSTEM;New;New;;;;;;120 G;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002328;354;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005310982;5005310982;5005310982;12V4000M40A;12VM40A;508;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;12VM40A-508;;INSTALLATION MATRL;INSTALLATION MATRL;New;New;;;;;DIV.KLEINTEILE;1.052 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002319;353;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005312982;5005312982;5005312982;12V4000M40A;12VM40A;508;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;12VM40A-508;;INSTALLATION MATRL;INSTALLATION MATRL;New;New;;;;;DIV.KLEINTEILE;448,700 G;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002603;385;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005331346;5005331346;5005331346;12V4000M70;12VM70;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0717-01-265.webp;FRAME F/PLUG-IN CIRC BOAR;FRAME F/PLUG-IN CIRC BOAR;New;New;5005331346;5005331346;5005331246;5005331246;155X101X92;0.16 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-005155;717;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005334589;5005334589;5005334589;12V4000M40A;12VM40A;;;;;;IDENTIFICATION PLATE;IDENTIFICATION PLATE;New;New;;;;;;0.002 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002339;355;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005334841;5005334841;5005334841;12V4000M40A;12VM40A;;;;;;SPACER;SPACER;New;New;;;;;8X30X60;;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002365;358;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005337589;5005337589;5005337589;16V4000M61;16VM61;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0326-01-25.webp;IDENTIFICATION PLATE SELF-ADHESIVE;IDENTIFICATION PLATE SELF-ADHESIVE;New;New;;;;;16 X 37;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M61;RB-16V4000M61-001981;326;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005338226;5005338226;5005338226;12V4000M40A;12VM40A;;;;;;PLATE FOR CONNECTOR;PLATE FOR CONNECTOR;New;New;;;;;11X3X104;;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002446;359;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5005350276;5005350276;5005350276;12V4000M40A;12VM40A;;;;;;LEAF SPRING;LEAF SPRING;New;New;;;;;;0.009 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-002709;404;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5015304534;5015304534;5015304534;12V4000M70;12VM70;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0717-01-195.webp;CABLE IN HOUSING;CABLE IN HOUSING;New;New;;;;;24 POLIG / L;0.136 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-005149;717;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5015304634;5015304634;5015304634;12V4000M70;12VM70;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0796-01-265.webp;CABLE IN HOUSING;CABLE IN HOUSING;New;New;;;;;24 POLIG / L;0.003 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-005524;797;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5015304734;5015304734;5015304734;12V4000M70;12VM70;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0717-01-165.webp;CABLE IN HOUSING;CABLE IN HOUSING;New;New;;;;;10 POLIG / L;0.003 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M70;RB-12V4000M70-005146;717;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
