Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;old_number_01;old_ruta_01;old_number_02;old_ruta_02;old_number_03;old_ruta_03;old_number_04;old_ruta_04;old_number_05;old_ruta_05;old_number_06;old_ruta_06;old_number_07;old_ruta_07;old_number_08;old_ruta_08;old_number_09;old_ruta_09;old_number_10;old_ruta_10;old_number_11;old_ruta_11;old_number_12;old_ruta_12;old_number_13;old_ruta_13;old_number_14;old_ruta_14;old_number_15;old_ruta_15;old_number_16;old_ruta_16;old_number_17;old_ruta_17;old_number_18;old_ruta_18;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-12V4000M53-001281;20260606.0305;2800;LEVER F/EXH FLAP CONTROL;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53, 16VM73, 16VM73L, 20VM93, 20VM93L;;X52810100084;5340124119256;;NO;143-05;CARRIER HOUSING;143 CARRIER HOUSING;0.269 KGM;0.269 KGM;;piezas;12V4000M53-0171, 12V4000M53-0526, 16V4000M73-0186, 16V4000M73-0540, 16V4000M73-0894, 16V4000M73-1249, 16V4000M73L-0174, 16V4000M73L-0660, 16V4000M73L-1005, 16V4000M73L-1345, 20V4000M93-0196, 20V4000M93-0592, 20V4000M93-0988, 20V4000M93-1384, 20V4000M93L-1298, 20V4000M93L-1675;XS594140.00040;12V4000M53-0170-01.webp, 12V4000M53-0525-01.webp, 16V4000M73-0185-01.webp, 16V4000M73-0539-01.webp, 16V4000M73-0893-01.webp, 16V4000M73-1248-01.webp, 16V4000M73L-0173-01.webp, 16V4000M73L-0659-01.webp, 16V4000M73L-1004-01.webp, 16V4000M73L-1344-01.webp, 20V4000M93-0195-01.webp, 20V4000M93-0591-01.webp, 20V4000M93-0987-01.webp, 20V4000M93-1383-01.webp, 20V4000M93L-1297-01.webp, 20V4000M93L-1674-01.webp;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53-143, 16VM73-143, 16VM73L-143, 20VM93-143, 20VM93L-143;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0170-01-2800.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0170-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0525-01-2800.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0525-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01-2300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01-2300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0893-01-2300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0893-01.webp
RB-16V4000M73-000922;20260606.0305;40;PLUG;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;X52810100094;5365124003621;;NO;;;;0.113 KGM;0.113 KGM;;piezas;16V4000M73-0142, 16V4000M73-0496, 16V4000M73-0850, 16V4000M73-1205, 16V4000M73L-0126, 16V4000M73L-0133, 16V4000M73L-0611, 16V4000M73L-0618, 16V4000M73L-0956, 16V4000M73L-0963, 16V4000M73L-1300, 20V4000M93-0142, 20V4000M93-0538, 20V4000M93-0934, 20V4000M93-1330, 20V4000M93L-1238, 20V4000M93L-1245, 20V4000M93L-1248, 20V4000M93L-1251, 20V4000M93L-1615, 20V4000M93L-1622, 20V4000M93L-1625, 20V4000M93L-1628;X59510100008;16V4000M73-0142-01.webp, 16V4000M73-0496-01.webp, 16V4000M73-0850-01.webp, 16V4000M73-1205-01.webp, 16V4000M73L-0125-01.webp, 16V4000M73L-0125-02.webp, 16V4000M73L-0132-01.webp, 16V4000M73L-0132-02.webp, 16V4000M73L-0610-01.webp, 16V4000M73L-0610-02.webp, 16V4000M73L-0617-01.webp, 16V4000M73L-0617-02.webp, 16V4000M73L-0955-01.webp, 16V4000M73L-0955-02.webp, 16V4000M73L-0962-01.webp, 16V4000M73L-0962-02.webp, 16V4000M73L-1300-01.webp, 20V4000M93-0142-01.webp, 20V4000M93-0538-01.webp, 20V4000M93-0934-01.webp, 20V4000M93-1330-01.webp, 20V4000M93L-1237-01.webp, 20V4000M93L-1237-02.webp, 20V4000M93L-1244-01.webp, 20V4000M93L-1244-02.webp, 20V4000M93L-1247-01.webp, 20V4000M93L-1247-02.webp, 20V4000M93L-1250-01.webp, 20V4000M93L-1250-02.webp, 20V4000M93L-1614-01.webp, 20V4000M93L-1614-02.webp, 20V4000M93L-1621-01.webp, 20V4000M93L-1621-02.webp, 20V4000M93L-1624-01.webp, 20V4000M93L-1624-02.webp, 20V4000M93L-1627-01.webp, 20V4000M93L-1627-02.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73L-100;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0142-01-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0142-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0496-01-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0496-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0850-01-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0850-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1205-01-40.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1205-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0125-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0125-02-570.webp
RB-16V4000M73-000873;20260606.0305;120;HEAT SHIELD;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;X52810100096;2950123954604;;NO;;;;0.908 KGM;0.908 KGM;;piezas;16V4000M73-0140, 16V4000M73-0147, 16V4000M73-0494, 16V4000M73-0501, 16V4000M73-0848, 16V4000M73-0855, 16V4000M73-1203, 16V4000M73-1210, 16V4000M73L-0126, 16V4000M73L-0133, 16V4000M73L-0611, 16V4000M73L-0618, 16V4000M73L-0956, 16V4000M73L-0963, 16V4000M73L-1299, 16V4000M73L-1305, 20V4000M93-0140, 20V4000M93-0147, 20V4000M93-0150, 20V4000M93-0153, 20V4000M93-0536, 20V4000M93-0543, 20V4000M93-0546, 20V4000M93-0549, 20V4000M93-0932, 20V4000M93-0939, 20V4000M93-0942, 20V4000M93-0945, 20V4000M93-1328, 20V4000M93-1335, 20V4000M93-1338, 20V4000M93-1341, 20V4000M93L-1238, 20V4000M93L-1245, 20V4000M93L-1248, 20V4000M93L-1251, 20V4000M93L-1615, 20V4000M93L-1622, 20V4000M93L-1625, 20V4000M93L-1628;X59510100079;16V4000M73-0139-01.webp, 16V4000M73-0139-02.webp, 16V4000M73-0146-01.webp, 16V4000M73-0146-02.webp, 16V4000M73-0493-01.webp, 16V4000M73-0493-02.webp, 16V4000M73-0500-01.webp, 16V4000M73-0500-02.webp, 16V4000M73-0847-01.webp, 16V4000M73-0847-02.webp, 16V4000M73-0854-01.webp, 16V4000M73-0854-02.webp, 16V4000M73-1202-01.webp, 16V4000M73-1202-02.webp, 16V4000M73-1209-01.webp, 16V4000M73-1209-02.webp, 16V4000M73L-0125-01.webp, 16V4000M73L-0125-02.webp, 16V4000M73L-0132-01.webp, 16V4000M73L-0132-02.webp, 16V4000M73L-0610-01.webp, 16V4000M73L-0610-02.webp, 16V4000M73L-0617-01.webp, 16V4000M73L-0617-02.webp, 16V4000M73L-0955-01.webp, 16V4000M73L-0955-02.webp, 16V4000M73L-0962-01.webp, 16V4000M73L-0962-02.webp, 16V4000M73L-1298-01.webp, 16V4000M73L-1298-02.webp, 16V4000M73L-1304-01.webp, 16V4000M73L-1304-02.webp, 20V4000M93-0139-01.webp, 20V4000M93-0139-02.webp, 20V4000M93-0146-01.webp, 20V4000M93-0146-02.webp, 20V4000M93-0149-01.webp, 20V4000M93-0149-02.webp, 20V4000M93-0152-01.webp, 20V4000M93-0152-02.webp, 20V4000M93-0535-01.webp, 20V4000M93-0535-02.webp, 20V4000M93-0542-01.webp, 20V4000M93-0542-02.webp, 20V4000M93-0545-01.webp, 20V4000M93-0545-02.webp, 20V4000M93-0548-01.webp, 20V4000M93-0548-02.webp, 20V4000M93-0931-01.webp, 20V4000M93-0931-02.webp, 20V4000M93-0938-01.webp, 20V4000M93-0938-02.webp, 20V4000M93-0941-01.webp, 20V4000M93-0941-02.webp, 20V4000M93-0944-01.webp, 20V4000M93-0944-02.webp, 20V4000M93-1327-01.webp, 20V4000M93-1327-02.webp, 20V4000M93-1334-01.webp, 20V4000M93-1334-02.webp, 20V4000M93-1337-01.webp, 20V4000M93-1337-02.webp, 20V4000M93-1340-01.webp, 20V4000M93-1340-02.webp, 20V4000M93L-1237-01.webp, 20V4000M93L-1237-02.webp, 20V4000M93L-1244-01.webp, 20V4000M93L-1244-02.webp, 20V4000M93L-1247-01.webp, 20V4000M93L-1247-02.webp, 20V4000M93L-1250-01.webp, 20V4000M93L-1250-02.webp, 20V4000M93L-1614-01.webp, 20V4000M93L-1614-02.webp, 20V4000M93L-1621-01.webp, 20V4000M93L-1621-02.webp, 20V4000M93L-1624-01.webp, 20V4000M93L-1624-02.webp, 20V4000M93L-1627-01.webp, 20V4000M93L-1627-02.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73L-100;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0139-01-120.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0139-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0139-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0146-01-120.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0146-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0146-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0493-01-120.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0493-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0493-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0500-01-120.webp
RB-20V4000M93-000956;20260606.0305;50;BEARING HOUSING;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;X52810100135;;;NO;;;;16.049 kg;16.049 kg;;piezas;20V4000M93-0142, 20V4000M93-0538, 20V4000M93-0934, 20V4000M93-1330, 20V4000M93L-1240, 20V4000M93L-1617;X52810100041;20V4000M93-0142-01.webp, 20V4000M93-0538-01.webp, 20V4000M93-0934-01.webp, 20V4000M93-1330-01.webp, 20V4000M93L-1240-01.webp, 20V4000M93L-1617-01.webp;20V4000M93, 20V4000M93L;;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0142-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0142-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0538-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0538-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0934-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0934-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1330-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1330-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1240-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1240-01.webp
RB-16V4000M73-000870;20260606.0305;90;O-RING;16V4000M73, 16V4000M73L, 20V4000M93;16VM73, 16VM73L, 20VM93;;X52810100138;5331123955784;;NO;;;;0.004 KGM;0.004 KGM;41X4;piezas;16V4000M73-0140, 16V4000M73-0147, 16V4000M73-0494, 16V4000M73-0501, 16V4000M73-0848, 16V4000M73-0855, 16V4000M73-1203, 16V4000M73-1210, 16V4000M73L-0126, 16V4000M73L-0133, 16V4000M73L-0611, 16V4000M73L-0618, 16V4000M73L-0956, 16V4000M73L-0963, 16V4000M73L-1299, 16V4000M73L-1305, 20V4000M93-0140, 20V4000M93-0147, 20V4000M93-0150, 20V4000M93-0153, 20V4000M93-0536, 20V4000M93-0543, 20V4000M93-0546, 20V4000M93-0549, 20V4000M93-0932, 20V4000M93-0939, 20V4000M93-0942, 20V4000M93-0945, 20V4000M93-1328, 20V4000M93-1335, 20V4000M93-1338, 20V4000M93-1341;X59510100079;16V4000M73-0139-01.webp, 16V4000M73-0139-02.webp, 16V4000M73-0146-01.webp, 16V4000M73-0146-02.webp, 16V4000M73-0493-01.webp, 16V4000M73-0493-02.webp, 16V4000M73-0500-01.webp, 16V4000M73-0500-02.webp, 16V4000M73-0847-01.webp, 16V4000M73-0847-02.webp, 16V4000M73-0854-01.webp, 16V4000M73-0854-02.webp, 16V4000M73-1202-01.webp, 16V4000M73-1202-02.webp, 16V4000M73-1209-01.webp, 16V4000M73-1209-02.webp, 16V4000M73L-0125-01.webp, 16V4000M73L-0125-02.webp, 16V4000M73L-0132-01.webp, 16V4000M73L-0132-02.webp, 16V4000M73L-0610-01.webp, 16V4000M73L-0610-02.webp, 16V4000M73L-0617-01.webp, 16V4000M73L-0617-02.webp, 16V4000M73L-0955-01.webp, 16V4000M73L-0955-02.webp, 16V4000M73L-0962-01.webp, 16V4000M73L-0962-02.webp, 16V4000M73L-1298-01.webp, 16V4000M73L-1298-02.webp, 16V4000M73L-1304-01.webp, 16V4000M73L-1304-02.webp, 20V4000M93-0139-01.webp, 20V4000M93-0139-02.webp, 20V4000M93-0146-01.webp, 20V4000M93-0146-02.webp, 20V4000M93-0149-01.webp, 20V4000M93-0149-02.webp, 20V4000M93-0152-01.webp, 20V4000M93-0152-02.webp, 20V4000M93-0535-01.webp, 20V4000M93-0535-02.webp, 20V4000M93-0542-01.webp, 20V4000M93-0542-02.webp, 20V4000M93-0545-01.webp, 20V4000M93-0545-02.webp, 20V4000M93-0548-01.webp, 20V4000M93-0548-02.webp, 20V4000M93-0931-01.webp, 20V4000M93-0931-02.webp, 20V4000M93-0938-01.webp, 20V4000M93-0938-02.webp, 20V4000M93-0941-01.webp, 20V4000M93-0941-02.webp, 20V4000M93-0944-01.webp, 20V4000M93-0944-02.webp, 20V4000M93-1327-01.webp, 20V4000M93-1327-02.webp, 20V4000M93-1334-01.webp, 20V4000M93-1334-02.webp, 20V4000M93-1337-01.webp, 20V4000M93-1337-02.webp, 20V4000M93-1340-01.webp, 20V4000M93-1340-02.webp;16V4000M73, 16V4000M73L, 20V4000M93;16VM73L-100;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0139-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0139-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0139-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0146-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0146-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0146-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0493-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0493-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0493-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0500-01-90.webp
RB-12V4000M53-001015;20260606.0305;450;FLANGE;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53, 16VM73, 16VM73L, 20VM93, 20VM93L;;X52812500001;4730124003780;;NO;123-05;AIR SYSTEM;123 AIR SYSTEM;0.687 KGM;0.687 KGM;;piezas;12V4000M53-0145, 12V4000M53-0500, 16V4000M73-0167, 16V4000M73-0521, 16V4000M73-0875, 16V4000M73-1230, 16V4000M73L-0153, 16V4000M73L-0639, 16V4000M73L-0984, 16V4000M73L-1325, 20V4000M93-0175, 20V4000M93-0571, 20V4000M93-0967, 20V4000M93-1363, 20V4000M93L-1273, 20V4000M93L-1650;XS595120.00043;12V4000M53-0145-01.webp, 12V4000M53-0500-01.webp, 16V4000M73-0167-01.webp, 16V4000M73-0521-01.webp, 16V4000M73-0875-01.webp, 16V4000M73-1230-01.webp, 16V4000M73L-0153-01.webp, 16V4000M73L-0639-01.webp, 16V4000M73L-0984-01.webp, 16V4000M73L-1325-01.webp, 20V4000M93-0175-01.webp, 20V4000M93-0571-01.webp, 20V4000M93-0967-01.webp, 20V4000M93-1363-01.webp, 20V4000M93L-1273-01.webp, 20V4000M93L-1650-01.webp;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53-123, 16VM73-123, 16VM73L-123, 20VM93-123, 20VM93L-123;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0145-01-450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0145-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0500-01-450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0500-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0167-01-270.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0167-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0521-01-270.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0521-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0875-01-270.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0875-01.webp
RB-20V4000M93L-001301;20260606.0305;2000;DUAL-PURPOSE PLATE;20V4000M93L;20VM93L;;X52812500011;;;NO;125-00;;125-00;6.180 kg;6.180 kg;;piezas;20V4000M93L-1282, 20V4000M93L-1659;XS596120.00002;20V4000M93L-1281-01.webp, 20V4000M93L-1281-02.webp, 20V4000M93L-1658-01.webp, 20V4000M93L-1658-02.webp;20V4000M93L;20VM93L-125;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1281-01-2000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1281-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1281-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1658-01-2000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1658-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1658-02.webp
RB-20V4000M93L-001308;20260606.0305;2450;GUIDE TUBE;20V4000M93L;20VM93L;;X52812500012;;;NO;125-00;;125-00;5.260 kg;5.260 kg;;piezas;20V4000M93L-1282, 20V4000M93L-1659;XS596120.00002;20V4000M93L-1281-01.webp, 20V4000M93L-1281-02.webp, 20V4000M93L-1658-01.webp, 20V4000M93L-1658-02.webp;20V4000M93L;20VM93L-125;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1281-01-2450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1281-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1281-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1658-01-2450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1658-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1658-02.webp
RB-20V4000M93-001375;20260606.0305;2300;GUIDE TUBE;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;X52812500013;;;NO;125-00;AIR ROUTING BETWEEN TURBOCHARGER AND CHARGE-AIR COOLER;125 AIR ROUTING BETWEEN TURBOCHARGER AND CHARGE-AIR COOLER;5.31 KGM;5.31 KGM;;piezas;20V4000M93-0185, 20V4000M93-0581, 20V4000M93-0977, 20V4000M93-1373, 20V4000M93L-1282, 20V4000M93L-1659;XS596120.00002;20V4000M93-0184-01.webp, 20V4000M93-0184-02.webp, 20V4000M93-0580-01.webp, 20V4000M93-0580-02.webp, 20V4000M93-0976-01.webp, 20V4000M93-0976-02.webp, 20V4000M93-1372-01.webp, 20V4000M93-1372-02.webp, 20V4000M93L-1281-01.webp, 20V4000M93L-1281-02.webp, 20V4000M93L-1658-01.webp, 20V4000M93L-1658-02.webp;20V4000M93, 20V4000M93L;20VM93-125, 20VM93L-125;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0184-01-2300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0184-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0184-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0580-01-2300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0580-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0580-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0976-01-2300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0976-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0976-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1372-01-2300.webp
RB-20V4000M93L-001309;20260606.0305;2500;GUIDE TUBE;20V4000M93L;20VM93L;;X52812500014;;;NO;125-00;;125-00;5.880 kg;5.880 kg;;piezas;20V4000M93L-1282, 20V4000M93L-1659;XS596120.00002;20V4000M93L-1281-01.webp, 20V4000M93L-1281-02.webp, 20V4000M93L-1658-01.webp, 20V4000M93L-1658-02.webp;20V4000M93L;20VM93L-125;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1281-01-2500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1281-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1281-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1658-01-2500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1658-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1658-02.webp
